ref_id,SATS_score,GCSE_grade,GCE_AS_grade,GCE_A_grade,GCE_A_Maths_grade
1002281,91,5,B,C,C
1008896,100,7,B,A,B
1001646,115,6,A,A,B
1005393,97,5,C,B,C
1003502,101,4,A,B,B
1003597,109,7,B,A,B
1001211,111,8,A,C,B
1007809,103,7,A,C,B
1006381,100,5,A,A,B
1000882,116,7,B,A*,B
1006131,119,7,A,B,B
1003956,113,6,A,A*,B
1009568,106,4,C,C,C
1006704,99,5,C,B,C
1002550,98,3,D,D,D
1007252,109,4,C,B,C
1001672,108,6,A,B,B
1008616,116,7,A,A,B
1002403,110,8,B,A,B
1007730,93,5,C,B,C
1006536,113,6,B,B,B
1009126,97,4,D,D,D
1005825,102,6,C,C,C
1005583,107,5,B,A,B
1001128,120,8,B,A,A
1003799,120,7,B,A,B
1006970,110,6,B,A*,B
1008203,104,4,B,A,B
1000322,109,4,A,C,C
1009591,112,8,A,B,B
1004113,102,7,B,C,C
1000083,119,6,A,A,B
1002869,107,3,C,D,C
1007683,109,5,B,C,C
1006930,110,6,A,A,B
1008254,108,5,A,A,B
1007557,112,8,B,B,B
1006596,100,7,B,A,B
1006445,101,5,B,C,C
1009936,96,5,C,C,C
1001802,109,7,C,A,B
1001201,111,8,B,C,B
1005274,109,6,B,A,B
1003859,118,7,A,B,B
1008739,105,5,B,A,B
1005263,110,6,B,B,B
1005081,96,5,D,B,C
1003118,102,7,C,B,B
1001925,111,7,A,B,B
1002621,112,6,B,B,B
1001021,103,7,A,A,B
1008383,104,7,B,C,B
1009864,93,4,C,D,C
1008430,102,6,C,C,C
1009794,112,9,A,B,B
1005394,110,9,B,C,B
1008405,109,7,C,A,B
1007968,105,6,B,B,B
1004309,105,6,C,B,B
1003431,100,5,C,C,C
1005861,111,9,B,C,B
1006498,108,4,A,C,C
1007887,109,5,A,B,B
1000324,101,4,B,C,C
1000476,90,4,C,D,C
1003415,114,9,A,A*,A
1008561,101,7,B,A,B
1008119,98,4,B,B,C
1005539,111,9,A,B,B
1009672,102,6,A,B,B
1006938,113,9,B,C,B
1000181,110,8,B,A*,B
1001439,110,6,B,A*,B
1007510,94,3,C,B,C
1004276,115,7,B,A*,B
1006830,107,7,C,B,B
1006787,102,7,A,B,B
1000650,106,5,A,C,B
1004271,91,4,C,D,C
1002402,108,5,C,A,B
1007283,97,3,D,C,C
1004770,94,3,D,C,C
1002511,93,2,D,C,C
1001829,114,6,B,C,B
1008983,100,4,A,A,B
1002540,117,7,A,A,A
1004262,101,4,B,C,C
1007501,91,4,C,C,C
1003191,96,5,D,B,C
1005644,115,7,B,A,B
1006303,104,6,C,A,B
1008361,101,6,A,A,B
1002349,106,7,A,A,B
1009766,109,6,B,A,B
1001045,114,8,A,A*,A
1008821,117,9,B,B,B
1004951,102,6,C,A,B
1000656,94,5,B,B,C
1001374,102,6,C,A,B
1005245,107,4,A,C,C
1000060,97,4,B,C,C
1004568,97,4,C,B,C
1006594,108,7,B,C,B
1003235,105,6,B,A,B
1009506,105,5,C,A,B
1006417,99,5,C,D,C
1003625,103,6,B,C,C
1008624,98,3,D,D,D
1006864,112,9,B,A,B
1007615,113,6,A,B,B
1008070,90,3,D,C,C
1005314,98,3,D,B,C
1000263,93,5,D,D,C
1006909,100,7,A,C,B
1005757,104,7,A,A,B
1005415,93,4,B,C,C
1008917,98,4,B,D,C
1002759,97,5,C,B,C
1006136,107,7,A,B,B
1000342,106,6,A,B,B
1005632,99,3,C,C,C
1007618,106,7,A,B,B
1006839,101,6,A,A,B
1000940,103,5,B,A,B
1008304,118,6,B,A*,B
1002879,116,7,B,A,B
1006289,95,3,E,D,D
1000518,112,7,B,B,B
1002088,111,6,A,A,B
1005020,96,3,B,C,C
1000854,112,9,A,B,B
1006013,117,8,A,B,B
1008506,96,3,D,B,C
1005724,98,5,B,C,C
1006346,113,6,B,C,B
1000799,107,6,A,B,B
1000636,109,6,C,B,B
1005428,108,7,A,A,B
1005491,108,4,B,A,B
1008440,94,5,C,C,C
1000378,113,8,B,C,B
1002074,114,7,A,A,B
1005343,103,6,A,A,B
1006800,105,4,B,A,B
1001523,93,4,C,B,C
1008782,109,6,A,C,B
1007389,110,8,A,B,B
1007644,105,7,B,C,B
1000395,114,8,A,A,A
1009298,102,4,C,A,B
1006753,110,8,A,A,B
1000891,97,5,C,C,C
1000132,105,7,B,B,B
1001265,104,4,B,C,C
1008449,107,7,B,B,B
1009249,102,5,A,C,C
1002691,104,5,A,C,C
1008706,112,6,B,C,B
1004507,102,6,B,A,B
1009631,92,3,D,C,C
1006854,119,8,A,A*,A
1000453,116,7,B,A*,B
1009647,95,5,B,C,C
1005715,111,7,A,C,B
1008548,101,6,A,A*,B
1004672,107,7,A,B,B
1002994,107,4,B,C,C
1002011,103,5,A,C,C
1003997,99,5,A,C,C
1000189,99,3,B,B,C
1004487,98,2,E,D,D
1003958,98,6,A,A*,B
1001849,104,5,B,C,C
1009691,99,3,C,C,C
1009066,110,7,B,A*,B
1005497,117,7,B,C,B
1003522,100,7,C,C,C
1002802,107,6,B,B,B
1007871,109,6,B,C,B
1004069,109,7,A,C,B
1005567,106,6,C,B,B
1005057,111,7,A,A,B
1009954,109,7,B,A,B
1002515,95,3,C,D,D
1005536,112,7,B,A,B
1007632,112,7,B,A,B
1005329,99,3,C,B,C
1004108,105,4,C,C,C
1000071,110,7,A,C,B
1001705,103,7,B,C,C
1004909,114,9,A,B,B
1007702,120,7,A,C,B
1009438,99,5,A,B,B
1009382,94,3,D,D,D
1003193,107,5,A,B,B
1002592,111,6,A,A*,B
1008753,103,4,B,C,C
1001170,117,9,A,B,B
1003188,94,5,D,B,C
1002971,111,9,B,C,B
1008594,100,4,B,B,C
1007318,119,9,B,B,B
1005473,120,8,A,A,A
1002795,99,3,C,D,C
1004817,101,6,C,C,C
1001111,112,9,A,C,B
1006106,102,7,C,A,B
1002269,105,7,C,C,C
1008367,105,7,B,C,B
1004886,90,3,E,D,D
1005115,105,4,B,C,C
1005470,99,3,C,D,C
1005116,101,7,C,C,C
1004330,117,6,B,C,B
1005440,95,5,B,D,C
1006449,112,7,A,C,B
1002346,103,6,B,C,C
1003336,103,4,A,B,B
1001561,111,6,A,A*,B
1002834,108,4,C,C,C
1001911,110,8,A,A,B
1005616,113,9,A,A,A
1003374,102,7,B,A,B
1003410,100,5,C,D,C
1004593,96,4,C,C,C
1001592,98,5,B,C,C
1008644,120,9,B,C,B
1008113,115,8,A,C,B
1009935,94,4,C,B,C
1003503,94,4,B,B,C
1000282,109,6,A,C,B
1005118,109,4,B,C,C
1009292,109,7,B,B,B
1009300,103,6,A,A,B
1007337,104,6,A,A,B
1007540,108,4,B,B,B
1008373,106,7,B,A*,B
1003682,90,3,D,C,C
1009529,103,5,C,B,C
1007378,98,3,D,D,D
1001057,106,5,A,B,B
1000909,120,8,A,A*,A
1007494,108,7,B,A,B
1007783,102,4,A,C,C
1006785,112,6,A,B,B
1008861,109,5,B,B,B
1005088,108,6,A,A,B
1008914,110,8,A,A*,A
1001667,120,9,A,A*,A
1002439,96,3,C,B,C
1003056,109,6,A,B,B
1002743,98,5,D,C,C
1007370,109,4,B,A,B
1009928,98,4,C,C,C
1000108,102,4,B,A,B
1005025,103,5,B,A,B
1001986,113,8,B,A,B
1009439,112,8,B,B,B
1006718,95,3,B,B,C
1002483,105,6,B,B,B
1008050,99,3,D,C,C
1003174,95,5,B,D,C
1007025,103,6,B,C,C
1002604,103,7,B,B,B
1001054,120,8,A,B,B
1005399,108,7,A,B,B
1005344,94,5,C,B,C
1006581,100,5,D,C,C
1003528,113,7,B,A,B
1004395,120,8,A,A*,A
1006825,92,3,D,B,C
1002140,90,5,D,C,C
1007717,120,8,B,A*,A
1008442,108,5,B,B,B
1009080,98,4,D,B,C
1009491,109,5,B,C,C
1001783,90,4,D,D,D
1006606,105,7,A,B,B
1003479,108,6,C,B,B
1001695,112,6,B,C,B
1004349,97,4,D,D,D
1008323,106,5,A,C,B
1003437,98,5,B,B,B
1005551,107,6,A,A,B
1001959,98,4,C,B,C
1006743,102,7,B,B,B
1005096,97,5,B,D,C
1008035,110,7,B,B,B
1008630,112,7,A,B,B
1000335,103,4,A,B,B
1002051,105,7,A,A*,B
1008086,93,5,B,C,C
1005018,103,4,A,C,C
1007422,105,6,C,A,B
1008381,120,6,B,A*,B
1009883,96,5,D,B,C
1001903,117,9,A,A*,A
1002449,113,8,A,B,B
1003767,107,5,C,B,B
1003113,119,6,A,C,B
1001956,108,5,B,A,B
1002339,108,5,A,B,B
1000593,105,6,A,A*,B
1008961,115,6,A,A,B
1007286,114,4,C,C,C
1004283,100,6,B,B,B
1001671,94,4,C,B,C
1003882,103,5,B,A,B
1007960,99,3,B,D,C
1004818,104,7,B,A,B
1004157,115,7,B,C,B
1001486,101,6,B,A,B
1001544,105,5,A,C,C
1005545,105,6,A,A,B
1007923,112,8,B,B,B
1002872,90,5,B,B,C
1001236,100,4,B,B,C
1003971,107,6,A,B,B
1000769,115,9,A,A*,A
1003713,101,6,A,C,B
1009459,90,3,C,D,D
1008836,110,6,A,A*,B
1001301,100,4,B,A,B
1000054,95,4,C,C,C
1008058,100,6,A,A,B
1001119,104,7,B,B,B
1005248,100,5,B,B,B
1001038,90,4,C,D,C
1000563,112,9,B,C,B
1007099,115,9,B,A*,A
1001141,110,7,B,B,B
1006215,96,3,D,C,C
1000470,103,4,C,A,B
1000458,105,5,B,C,C
1006235,110,7,B,A,B
1005720,110,7,A,B,B
1007016,99,5,C,D,C
1006264,106,5,C,A,B
1001563,109,5,A,B,B
1005598,117,9,B,B,B
1003129,111,8,B,B,B
1007580,111,9,B,A,B
1000337,106,5,A,C,B
1004612,116,7,B,A,B
1004253,108,6,A,C,B
1005252,98,6,B,B,B
1001637,116,9,B,B,B
1003938,111,6,A,C,B
1005137,101,7,A,B,B
1004428,101,7,B,A,B
1002771,107,7,C,A,B
1004605,109,5,B,A,B
1005360,107,4,C,A,B
1000539,107,5,C,A,B
1005824,119,7,B,C,B
1002896,114,8,A,C,B
1005629,107,6,C,B,B
1007583,113,9,B,B,B
1007513,97,3,D,B,C
1005945,108,4,B,A,B
1007268,119,7,A,A,A
1000344,103,7,B,C,C
1002012,98,6,C,C,C
1003120,100,7,B,B,B
1008212,96,3,B,D,C
1006112,99,3,C,C,C
1000021,102,4,C,B,C
1005083,94,3,C,D,D
1004037,105,6,A,C,B
1000855,112,7,B,C,B
1003285,98,4,D,C,C
1004602,117,6,A,B,B
1002983,109,4,A,B,B
1006020,113,9,B,B,B
1003343,100,5,B,B,B
1001352,112,6,B,B,B
1008102,96,3,C,C,C
1007437,112,9,A,A*,A
1008411,106,8,A,A*,A
1000274,109,4,B,B,B
1008541,96,5,D,D,C
1004682,98,5,C,B,C
1001200,110,8,C,B,B
1005155,97,3,B,C,C
1000976,109,5,C,A,B
1009268,94,3,C,D,D
1009668,112,7,B,A,B
1009189,95,4,D,C,C
1004945,109,6,B,A,B
1003964,110,7,A,A,B
1000798,99,4,B,D,C
1000706,110,6,A,A,B
1001642,107,4,B,C,C
1003907,101,6,B,A,B
1006255,97,5,B,D,C
1001235,90,2,D,U,E
1005566,108,6,C,B,B
1004715,92,4,C,C,C
1004138,106,7,A,C,B
1001267,103,5,A,B,B
1009995,110,7,A,C,B
1005495,103,6,A,A*,B
1006780,102,6,A,A,B
1007758,111,7,B,A,B
1002536,108,5,B,A,B
1004551,108,6,B,A,B
1004766,109,7,B,A,B
1005564,93,3,C,D,D
1008170,111,8,A,A*,A
1008775,110,7,A,A*,A
1008728,97,5,C,B,C
1001775,103,4,C,A,B
1002232,105,4,C,A,B
1006133,104,7,B,A,B
1007489,108,7,B,C,B
1000717,116,6,B,A*,B
1001542,114,6,B,B,B
1009724,95,4,C,B,C
1008652,110,6,B,A*,B
1007200,116,6,A,A*,A
1003824,108,7,A,A,B
1004852,114,8,B,B,B
1009922,120,8,B,B,B
1004250,113,8,A,C,B
1005940,107,7,B,B,B
1005884,113,9,B,A,B
1000665,106,4,A,A,B
1004759,105,5,C,B,C
1002992,102,7,C,C,C
1000110,118,7,B,A,B
1004260,98,3,B,C,C
1002720,117,7,A,C,B
1005880,109,4,A,B,B
1009752,94,4,D,D,D
1007561,108,4,B,B,B
1007913,90,5,C,B,C
1005353,110,8,A,A,B
1003320,112,8,B,B,B
1001641,100,6,A,A,B
1005894,106,5,C,C,C
1007395,120,7,A,B,B
1000695,101,7,B,C,C
1006991,97,5,B,C,C
1000209,117,7,A,A,A
1005204,120,9,A,A*,A
1003750,105,7,C,B,B
1008986,113,7,A,A*,A
1007810,116,6,A,C,B
1008294,99,3,C,D,C
1005046,101,5,B,C,C
1009015,115,8,B,A,B
1004189,118,6,B,B,B
1001520,110,7,A,B,B
1008839,98,4,C,C,C
1008093,120,9,A,A,A
1004292,101,6,B,A,B
1000811,102,6,A,A*,B
1006969,108,6,C,A,B
1004842,117,7,B,A*,A
1003346,112,6,B,A*,B
1003893,108,4,C,C,C
1000514,109,5,C,A,B
1000667,105,6,C,A,B
1005436,109,4,A,C,C
1008488,90,3,D,C,C
1000872,103,6,C,B,B
1007512,107,5,C,C,C
1005272,96,3,D,D,D
1003202,108,6,C,C,C
1007121,103,6,B,A,B
1000953,119,7,A,A,A
1008483,118,5,B,D,C
1001792,101,7,A,B,B
1005918,104,3,C,C,C
1009600,104,6,C,C,C
1005132,101,5,C,B,C
1007168,107,7,A,A,B
1006148,99,3,B,B,C
1005706,96,3,C,B,C
1002599,110,9,A,C,B
1002730,110,6,B,A*,B
1008911,99,5,B,C,C
1002432,112,9,A,B,B
1002173,100,5,B,B,B
1009161,107,7,C,B,B
1005217,112,8,A,B,B
1004815,105,6,B,C,C
1008737,109,7,C,A,B
1003787,101,5,C,C,C
1007173,103,5,A,A,B
1007180,103,6,C,B,B
1002060,99,3,D,D,D
1001180,104,7,C,B,B
1005779,93,3,D,B,C
1009517,101,4,B,C,C
1000229,103,5,B,B,B
1007706,103,6,A,C,B
1008601,103,7,C,C,C
1001431,105,5,B,B,B
1003593,109,4,C,C,C
1004580,112,6,B,A,B
1004204,100,9,A,A,B
1006370,95,5,B,D,C
1002046,97,5,D,D,C
1008461,101,4,B,C,C
1003709,102,6,A,C,B
1000510,99,4,C,C,C
1004694,95,5,C,C,C
1009190,101,7,C,B,B
1009270,106,5,B,C,C
1007851,110,6,A,A,B
1008608,101,6,C,B,B
1001749,102,6,B,C,C
1007384,98,5,D,C,C
1003300,105,4,C,C,C
1004470,98,3,B,C,C
1007660,110,8,A,B,B
1008175,91,4,C,C,C
1005257,102,5,A,B,B
1005253,107,4,A,A,B
1001375,106,7,B,C,B
1004804,120,6,A,B,B
1001101,108,7,C,A,B
1007733,97,5,C,B,C
1001325,104,6,C,A,B
1003299,91,3,C,C,C
1007436,104,4,C,B,C
1008760,98,3,C,C,C
1007143,112,7,A,A*,A
1002817,101,5,B,B,B
1003895,104,6,A,B,B
1009455,100,6,C,C,C
1008778,119,7,B,C,B
1009191,102,7,C,C,C
1008612,120,7,A,B,B
1000839,112,6,A,A*,B
1007486,109,4,B,C,C
1003152,108,4,A,C,C
1000794,108,4,C,B,C
1001327,90,5,B,C,C
1002174,103,7,A,A,B
1001972,112,8,A,C,B
1001168,105,6,C,C,C
1003703,94,4,B,C,C
1008780,105,6,A,C,B
1000547,119,6,A,A*,A
1009276,115,6,A,A*,A
1009519,105,6,A,A,B
1001353,113,7,B,B,B
1002756,102,7,B,B,B
1001418,91,5,C,B,C
1000261,98,3,D,B,C
1005362,118,9,A,B,B
1004192,103,4,B,B,C
1000080,103,6,C,A,B
1001449,103,6,A,A,B
1004944,120,7,B,C,B
1001274,118,6,A,B,B
1002376,120,8,B,A,A
1002641,104,6,C,A,B
1006322,107,5,B,B,B
1004384,93,5,D,D,C
1006053,117,8,B,A*,A
1005682,96,4,C,D,C
1002341,107,7,B,B,B
1003688,96,5,D,B,C
1004171,100,4,A,C,C
1005816,98,4,D,D,C
1005295,100,6,C,C,C
1005451,101,3,B,D,C
1008560,101,6,B,A,B
1003105,112,6,A,C,B
1001365,96,5,C,C,C
1008059,107,7,B,C,B
1004382,115,9,A,B,B
1002985,101,5,B,A,B
1003265,99,3,D,C,C
1003273,103,6,B,C,C
1004954,114,9,A,A*,A
1007037,107,7,C,C,C
1006865,101,5,B,A,B
1000727,109,6,C,C,C
1009044,96,5,D,B,C
1000963,110,7,B,C,B
1000835,108,6,B,C,C
1007467,103,4,A,B,B
1002944,98,5,C,C,C
1006934,98,3,D,E,D
1004032,109,6,C,C,C
1000743,115,6,B,C,B
1006916,100,6,B,A,B
1000495,109,7,C,C,C
1008166,90,5,B,C,C
1008745,100,2,C,D,D
1007979,105,4,C,C,C
1008192,98,5,D,D,C
1000315,98,4,B,C,C
1000312,100,6,C,B,C
1005831,107,7,A,A,B
1003050,104,7,C,C,C
1009023,90,4,C,B,C
1006821,90,4,D,C,C
1003790,100,7,B,A,B
1001887,109,4,A,C,C
1007093,90,3,B,C,C
1007496,101,6,B,A,B
1005327,101,6,B,B,B
1005220,116,7,B,B,B
1002696,102,5,B,C,C
1007204,108,7,B,B,B
1005355,106,5,C,C,C
1004790,90,4,C,C,C
1009283,111,9,A,A*,A
1003040,107,4,B,C,C
1007214,109,6,C,A,B
1006811,120,9,B,C,B
1005001,90,3,C,D,D
1002897,119,7,B,C,B
1002529,103,6,C,B,B
1006683,107,6,A,C,B
1003468,105,4,A,B,B
1006452,102,7,C,A,B
1006705,100,5,C,A,B
1009265,108,6,C,B,B
1002152,93,4,B,C,C
1002880,111,7,D,E,C
1006929,102,5,C,A,B
1009275,96,3,C,D,C
1009688,101,5,B,B,B
1006427,115,7,A,A,B
1005039,101,4,A,C,C
1008494,108,7,C,C,C
1002487,99,5,C,C,C
1009818,111,8,A,C,B
1002044,110,9,A,A*,A
1006569,120,9,A,B,B
1004754,104,5,C,B,C
1004704,110,7,A,B,B
1009464,106,6,A,B,B
1000661,115,8,B,C,B
1002378,99,5,B,C,C
1001615,111,9,B,C,B
1005391,103,4,A,B,B
1008734,104,4,C,A,B
1009140,106,4,B,C,C
1001123,107,5,B,B,B
1007550,104,6,A,B,B
1000415,107,5,C,C,C
1002616,118,9,B,A,A
1005836,113,6,A,A*,B
1008117,112,7,A,B,B
1001893,101,6,A,C,B
1006758,98,5,C,C,C
1003233,113,9,A,A,A
1006073,112,7,B,B,B
1008879,117,6,A,A*,A
1008445,100,6,A,A,B
1004635,103,5,C,A,B
1003759,92,4,B,C,C
1007959,102,4,B,B,C
1008640,113,9,B,B,B
1009731,101,6,B,C,C
1005374,110,7,A,A,B
1007971,103,5,B,C,C
1002028,108,6,C,B,B
1005915,96,3,C,C,C
1004430,106,4,C,B,C
1002156,90,3,D,C,C
1009237,104,8,A,A,B
1009542,92,6,C,B,C
1007275,115,9,A,A*,A
1007952,111,6,A,A*,B
1007071,109,6,A,A,B
1000948,117,6,B,C,B
1007312,97,3,D,B,C
1006672,119,8,B,A,B
1002688,112,6,B,B,B
1007277,103,6,A,A,B
1000849,114,6,B,B,B
1008037,96,4,C,D,C
1004195,98,4,C,B,C
1003636,100,5,A,C,C
1006052,101,7,C,A,B
1002794,97,4,D,B,C
1006091,115,9,B,C,B
1003082,103,5,C,A,B
1000235,108,5,A,A,B
1000032,100,6,B,C,C
1004528,90,5,D,D,D
1007917,107,6,C,B,B
1000660,90,4,D,D,D
1003216,104,7,B,C,B
1002315,94,3,D,D,D
1001188,120,8,A,A*,A
1009100,112,6,A,A,B
1004168,106,6,B,C,C
1003789,115,8,B,A*,A
1001979,98,3,D,C,C
1006331,109,6,C,C,C
1003108,107,5,A,C,B
1009640,107,5,A,A,B
1003506,115,8,B,B,B
1007888,111,6,B,A,B
1004084,107,4,A,A,B
1009895,92,3,D,B,C
1005998,97,3,C,C,C
1007247,104,7,A,A,B
1004526,106,4,C,A,B
1008528,96,5,C,D,C
1006041,120,8,A,A,A
1008533,117,6,A,C,B
1003772,110,8,B,A,B
1005176,106,4,A,A,B
1009385,103,6,B,B,B
1001215,97,3,B,B,C
1004889,106,4,C,C,C
1005639,107,6,B,C,C
1009891,95,5,D,B,C
1003774,108,3,B,D,C
1006633,104,7,B,C,B
1001162,90,3,C,D,D
1003482,98,4,B,C,C
1003776,102,7,B,A,B
1008286,120,7,A,A,A
1005980,109,4,C,B,C
1007229,94,3,D,C,C
1006300,109,6,C,B,B
1000893,93,5,D,B,C
1009076,114,9,A,A,A
1007860,101,6,B,C,C
1007680,104,4,A,A,B
1001165,116,8,A,A,A
1009905,95,3,C,C,C
1007627,94,4,B,B,C
1002306,100,5,C,B,C
1009310,113,6,B,A*,B
1002193,93,4,C,B,C
1003382,90,3,C,C,C
1008063,101,7,C,B,B
1002366,109,5,A,C,B
1008069,115,7,A,A*,A
1004859,101,6,B,A,B
1006459,102,7,B,A,B
1008179,114,6,B,B,B
1000887,90,4,B,B,C
1002551,102,7,C,B,B
1009293,107,6,C,C,C
1002238,109,6,B,C,B
1000880,101,6,C,B,B
1007579,105,6,B,B,B
1004751,90,3,C,D,D
1005778,100,7,A,A,B
1005458,109,7,C,C,C
1009421,97,3,C,B,C
1009388,105,7,A,B,B
1001022,109,4,A,B,B
1001222,102,7,C,A,B
1005091,106,4,B,A,B
1006297,97,3,D,D,D
1001581,103,5,C,A,B
1001814,110,8,B,B,B
1001755,106,7,A,A,B
1006064,100,7,A,C,B
1006208,107,7,A,C,B
1004402,111,5,B,D,C
1009201,90,3,D,B,C
1002565,114,6,A,C,B
1009570,102,4,C,C,C
1007611,108,7,C,A,B
1009290,115,6,B,A,B
1005131,94,5,C,B,C
1007122,99,5,D,C,C
1008148,103,7,C,B,B
1005061,99,3,B,B,C
1008100,119,7,B,C,B
1003812,98,5,B,C,C
1005288,101,6,B,B,B
1007019,107,5,B,A,B
1004961,95,4,B,C,C
1000445,102,6,B,A,B
1007692,108,4,B,B,B
1000090,102,4,C,B,C
1005732,104,6,B,A,B
1003781,101,6,D,B,C
1001437,93,4,D,D,D
1009423,108,5,B,C,C
1009073,119,8,B,A,B
1000924,105,5,C,A,B
1005699,107,4,A,C,C
1008947,111,7,A,A*,A
1006764,95,4,C,B,C
1004896,119,7,A,A*,A
1004076,107,5,C,C,C
1007893,118,6,B,C,B
1000015,99,3,D,C,C
1007616,120,7,B,B,B
1006689,111,9,A,C,B
1004633,109,4,A,B,B
1005153,107,7,B,A,B
1000868,103,4,C,C,C
1000010,115,6,B,B,B
1006253,106,4,B,B,B
1002245,90,3,D,D,D
1003293,96,4,B,D,C
1000314,104,5,B,C,C
1009376,107,6,C,C,C
1007613,105,7,A,C,B
1003821,115,6,B,A*,B
1004147,90,4,C,C,C
1008458,106,7,B,B,B
1002282,90,3,B,C,C
1009390,111,8,A,C,B
1004846,104,5,B,A,B
1000442,108,7,A,C,B
1008802,98,3,D,D,D
1000086,115,9,B,C,B
1008428,113,6,B,A*,B
1004317,110,9,A,A,A
1004202,104,4,A,A,B
1000097,110,7,B,C,B
1005044,99,5,B,C,C
1001973,112,6,B,A,B
1008110,118,6,B,A*,B
1000687,114,7,B,B,B
1006901,99,5,C,C,C
1005610,108,4,A,C,C
1007798,95,3,B,D,C
1005718,110,6,B,A*,B
1006385,109,7,B,B,B
1002839,90,3,B,C,C
1006685,96,4,C,C,C
1003524,103,7,C,A,B
1006827,103,4,A,C,C
1004111,95,4,C,B,C
1003402,108,7,C,B,B
1006999,107,6,C,A,B
1008466,103,7,C,C,C
1003726,99,3,B,B,C
1005056,113,6,A,C,B
1004021,118,8,B,A,B
1000969,101,7,C,C,C
1000781,100,5,D,D,C
1006734,109,7,A,C,B
1001098,102,7,A,C,B
1002299,104,7,C,C,C
1007257,111,7,A,A,B
1009032,90,3,D,B,C
1000428,116,8,B,B,B
1006597,106,5,C,B,B
1001499,102,6,B,A,B
1001380,104,7,A,A,B
1008642,105,6,B,A,B
1003344,91,3,B,D,C
1005104,117,6,D,D,C
1006573,105,6,A,B,B
1007592,109,5,C,B,B
1001049,113,9,A,C,B
1003911,97,5,D,C,C
1005368,109,6,C,C,C
1003631,103,7,C,A,B
1008125,112,6,B,B,B
1007299,90,3,B,C,C
1007935,104,6,B,B,B
1009602,100,4,A,C,C
1005859,108,5,C,B,B
1000960,109,5,A,A,B
1005108,99,5,B,D,C
1001706,99,5,B,B,B
1006092,104,5,B,A,B
1002337,98,4,C,D,C
1000311,112,7,B,B,B
1003679,102,6,B,B,B
1002626,90,3,B,D,C
1009038,102,6,A,C,B
1003708,97,4,B,C,C
1005024,92,3,D,D,D
1005928,95,3,B,D,C
1004894,106,7,B,B,B
1003421,116,8,B,A*,A
1008251,108,6,A,A,B
1003441,100,4,B,B,C
1006351,109,7,A,A,B
1003278,101,5,B,C,C
1006271,99,5,D,C,C
1000339,96,4,C,C,C
1001652,91,4,B,A,B
1006509,102,5,A,B,B
1001239,106,4,A,C,C
1004012,104,5,C,B,C
1000865,102,4,C,A,B
1008833,97,4,D,C,C
1002242,110,8,B,B,B
1002993,94,3,D,D,D
1001697,111,6,A,A,B
1007962,97,5,C,C,C
1002574,99,3,D,D,D
1002251,93,5,D,C,C
1002669,101,7,C,A,B
1000860,113,6,B,A,B
1000796,109,7,A,A,B
1003846,113,7,B,B,B
1002056,109,5,C,C,C
1008080,96,5,D,B,C
1002226,102,4,A,C,C
1009645,99,3,C,D,C
1003624,116,6,B,A*,B
1008003,95,2,D,U,E
1003908,112,8,A,B,B
1000524,112,8,B,A,B
1000217,120,6,A,B,B
1006502,102,6,B,A,B
1005051,111,4,D,E,C
1000497,120,7,B,C,B
1002128,100,6,A,A,B
1007169,93,5,D,D,C
1005591,90,3,D,D,D
1001689,111,6,A,A,B
1005730,90,3,B,C,C
1002188,102,5,C,A,B
1007374,108,7,C,B,B
1009211,106,5,A,C,B
1007734,108,6,A,B,B
1001296,107,6,B,C,C
1007910,115,8,B,C,B
1005826,97,5,D,C,C
1001504,100,3,C,D,C
1009502,99,4,D,C,C
1006389,112,7,A,A*,A
1000195,112,9,B,A,B
1008891,109,4,A,A,B
1002002,114,7,A,C,B
1008197,96,3,D,C,C
1005471,118,8,A,C,B
1000610,117,8,A,A*,A
1002788,111,7,A,B,B
1004979,119,9,A,A*,A
1009055,92,5,B,D,C
1005672,101,7,A,A,B
1007905,99,5,D,B,C
1003548,111,9,B,A*,A
1000127,97,5,C,B,C
1000688,111,9,B,A*,A
1008147,116,9,A,C,B
1000463,111,6,B,B,B
1004033,107,4,B,B,B
1008556,97,4,D,D,D
1003136,98,4,C,D,C
1004274,115,9,A,A*,A
1000536,111,9,B,A*,A
1009759,105,6,A,C,B
1009358,102,4,B,C,C
1001608,90,3,D,C,C
1004234,96,4,B,B,C
1006987,120,9,B,C,B
1006268,95,4,B,B,C
1006251,107,7,A,C,B
1001130,113,6,B,A*,B
1007130,95,4,B,C,C
1009115,106,7,A,C,B
1007883,113,7,A,A*,A
1003521,105,7,C,A,B
1000001,120,8,B,A,A
1005421,92,3,D,D,D
1001590,113,9,B,B,B
1008201,104,5,B,C,C
1003272,111,8,A,A*,A
1008658,109,5,C,A,B
1001199,99,5,B,D,C
1003353,107,6,B,B,B
1006083,90,4,D,B,C
1000075,110,6,A,A,B
1007743,107,4,B,C,C
1000277,110,9,B,C,B
1005846,113,7,B,C,B
1008388,108,5,A,C,B
1002171,106,5,C,B,B
1008350,98,5,B,D,C
1009383,99,4,B,B,C
1008970,114,7,A,C,B
1000714,116,9,B,A,A
1003717,103,6,C,A,B
1007011,105,4,D,B,C
1001480,98,4,C,D,C
1003101,114,7,B,C,B
1002208,110,6,A,A*,B
1001677,120,7,A,C,B
1002591,98,3,C,D,C
1009655,102,7,A,B,B
1006721,107,5,B,A,B
1007991,110,6,A,A*,B
