ref_id,SATS_score,GCSE_grade,GCE_AS_grade,GCE_A_grade,GCE_A_Maths_grade
1004519,106,4,B,C,D
1008789,120,6,A,C,C
1005453,108,7,B,A,B
1009331,102,7,B,B,C
1008308,112,7,B,A,B
1002602,109,6,B,B,C
1005891,108,5,B,B,C
1009474,110,7,A,C,C
1000552,120,9,B,C,B
1005802,96,5,C,D,D
1006479,109,5,C,C,C
1007598,98,4,D,D,D
1005706,109,7,A,B,B
1009269,98,4,D,C,D
1002983,102,6,A,B,C
1002380,103,7,B,A,C
1002585,113,7,B,B,B
1004143,112,9,B,A,B
1007849,95,4,B,C,D
1000297,105,7,C,B,C
1006121,99,5,D,C,D
1005791,95,5,B,C,D
1004808,103,5,D,C,D
1004328,103,4,A,A,C
1006587,120,8,B,A,B
1002271,108,5,B,A,C
1005813,94,4,D,D,E
1004883,100,7,A,B,C
1006245,113,9,A,A,B
1000813,120,9,B,A,A
1009630,92,4,C,B,D
1005634,90,3,D,B,D
1000795,120,7,B,A,B
1009048,108,5,C,C,C
1001922,98,5,C,D,D
1006444,109,6,C,B,C
1002402,90,3,C,D,E
1009886,105,7,C,A,C
1007142,108,4,B,A,C
1007052,112,7,A,A,B
1009141,97,4,D,B,D
1009137,106,4,C,B,C
1000691,98,4,D,B,D
1008930,107,4,C,B,C
1007909,98,4,D,D,D
1002501,102,5,C,B,C
1001909,97,3,B,B,D
1003804,110,9,B,B,B
1007800,112,6,B,B,C
1001885,103,4,B,C,D
1003425,105,7,B,C,C
1009811,93,5,C,B,D
1008009,103,5,B,B,C
1001678,105,5,C,C,D
1009883,120,7,A,C,B
1001935,96,2,E,D,E
1003971,117,7,A,B,B
1004051,113,6,A,B,B
1002455,107,6,C,C,C
1008433,119,8,A,B,B
1001649,108,6,C,A,C
1002313,108,7,C,A,B
1005996,105,5,B,C,C
1000220,115,9,A,A,B
1003431,114,6,A,B,B
1008945,100,4,B,C,D
1004594,94,5,C,D,D
1001173,103,5,A,B,C
1009255,99,5,C,B,D
1001683,104,7,B,A,B
1003240,115,6,B,B,C
1009343,101,6,C,B,C
1008750,105,7,C,A,C
1008693,105,5,A,A,C
1001782,112,8,B,B,B
1001427,90,5,D,B,D
1008672,100,7,C,B,C
1005111,107,7,B,B,C
1009558,115,9,A,A,B
1008753,101,7,C,B,C
1003346,90,5,C,C,D
1000472,110,7,B,C,C
1006254,100,7,C,B,C
1002657,95,5,B,B,D
1009902,100,5,C,A,C
1008649,104,5,B,A,C
1002588,100,7,A,A*,B
1009069,90,4,B,D,D
1001838,112,9,A,B,B
1003759,115,7,D,C,C
1004084,110,9,A,B,B
1008708,96,5,C,B,D
1001065,103,4,C,A,C
1006826,105,4,C,A,C
1004139,110,9,A,A,B
1000371,110,9,A,C,B
1008866,99,3,D,D,E
1001410,106,4,B,B,C
1005977,109,5,A,C,C
1009565,117,5,B,D,C
1001907,111,9,A,A,B
1004977,111,9,B,A,B
1007333,106,4,B,A,C
1004148,116,8,A,A,B
1006550,108,7,A,A*,B
1001248,98,4,D,B,D
1004679,116,6,B,A,B
1001918,111,7,B,B,C
1000024,101,7,C,C,C
1006934,101,5,A,A,C
1005748,107,4,A,B,C
1009799,109,5,B,C,C
1001760,107,4,A,B,C
1005441,107,7,B,C,C
1000804,119,6,B,B,B
1009634,114,9,A,A,B
1009440,107,7,B,A,B
1006985,113,8,A,A,B
1006557,97,5,D,C,D
1003922,108,8,A,A*,B
1008367,119,7,B,C,C
1004536,103,5,B,B,C
1000444,98,4,D,B,D
1000225,100,6,B,B,C
1001317,96,5,D,C,D
1007038,99,4,D,D,D
1003886,102,4,B,C,D
1006573,94,4,C,D,D
1007018,105,6,C,A,C
1000517,112,6,B,B,C
1005081,98,4,C,C,D
1006863,117,7,A,B,B
1005795,109,6,A,B,C
1006211,113,8,B,A,B
1003825,100,5,A,C,C
1001992,112,8,A,C,B
1003414,96,3,B,D,D
1005507,112,6,B,B,C
1002927,106,7,C,A,C
1007377,109,6,C,A,C
1007836,96,3,B,D,D
1005850,98,3,D,C,D
1007773,110,8,A,C,C
1009923,97,4,C,D,D
1000715,109,4,C,C,D
1002106,94,3,B,D,E
1000965,112,6,B,B,C
1001094,95,5,C,C,D
1005288,109,6,C,B,C
1002605,110,6,A,A,B
1000296,99,4,D,C,D
1006788,110,9,A,B,B
1007925,107,6,C,C,C
1008449,101,3,E,D,E
1007170,97,5,B,D,D
1007188,90,5,B,D,D
1009661,108,5,A,C,C
1009890,92,3,D,B,D
1000439,106,6,B,B,C
1004463,103,5,B,B,C
1001939,110,7,A,C,C
1006945,103,5,A,B,C
1005367,102,6,B,C,C
1004063,111,9,B,A,B
1008209,108,5,C,C,C
1009036,108,5,A,A,C
1009297,109,6,C,B,C
1003081,93,3,D,D,E
1009711,111,9,A,A*,A
1001577,110,6,B,A,B
1008181,97,3,C,D,E
1009044,103,5,B,B,C
1009290,105,6,A,C,C
1009317,104,7,C,C,C
1007860,108,5,B,B,C
1007950,116,6,A,C,C
1001341,114,6,B,A,B
1009709,95,5,B,D,D
1003142,110,8,B,C,C
1002314,116,9,B,C,B
1002212,108,4,C,B,C
1002947,114,6,B,A,B
1003266,120,6,A,B,B
1004076,113,7,B,B,B
1006636,107,7,B,C,C
1001784,113,7,A,B,B
1008702,106,4,C,B,C
1008966,105,6,A,C,C
1009265,102,7,B,A,C
1005385,118,9,A,C,B
1003957,98,5,D,C,D
1006084,117,6,A,C,C
1007095,109,4,C,A,C
1002359,94,4,B,C,D
1009721,108,5,B,B,C
1000156,90,4,B,C,D
1007948,110,6,B,A,B
1000074,112,9,A,C,B
1002247,100,4,B,B,D
1006475,106,7,C,A,C
1001916,120,9,A,A,A
1009075,101,7,B,A,C
1005998,97,5,D,B,D
1003528,117,9,B,B,B
1005897,120,7,B,C,B
1009992,105,7,B,C,C
1000975,113,7,A,B,B
1001071,116,9,A,B,B
1009884,99,4,C,B,D
1004264,101,6,B,A,C
1007540,115,6,B,B,C
1001357,118,8,B,C,B
1006020,110,9,B,C,B
1009552,98,5,D,D,D
1007032,120,9,A,C,B
1007774,101,7,A,A,B
1005087,102,7,B,B,C
1000109,108,7,C,B,C
1003837,117,8,B,B,B
1007821,112,7,B,C,C
1002527,108,6,B,C,C
1008383,109,6,C,C,C
1009860,105,5,A,B,C
1000622,109,6,A,C,C
1007633,90,3,D,C,E
1001853,103,7,C,B,C
1007082,107,4,B,A,C
1006391,96,4,C,C,D
1005779,108,7,A,B,B
1008953,103,6,C,C,C
1008571,119,9,B,B,B
1003895,118,6,A,B,B
1009029,101,5,A,C,C
1003611,104,6,A,A,C
1005607,104,7,A,B,C
1009121,101,4,C,C,D
1008583,107,5,B,A,C
1002445,99,5,B,B,C
1001777,96,3,B,C,D
1002318,110,7,A,A,B
1005466,110,6,B,A,B
1008335,99,5,C,C,D
1007817,112,9,A,C,B
1001052,100,7,B,B,C
1002795,107,6,C,A,C
1004111,112,6,B,C,C
1000484,105,7,B,C,C
1000947,109,4,A,C,C
1007621,101,7,C,C,C
1004235,103,6,C,A,C
1005223,103,7,A,A,B
1008332,99,4,D,B,D
1007029,104,7,B,B,C
1009056,93,4,D,C,D
1001513,101,5,B,B,C
1009208,103,6,C,C,C
1007749,103,7,B,A,C
1005687,103,5,C,C,D
1008986,105,6,A,A*,B
1008315,109,6,A,C,C
1008038,112,6,B,C,C
1007492,100,6,B,C,C
1000256,95,3,B,C,D
1000245,97,3,D,B,D
1004190,101,7,B,A,C
1003748,102,7,B,B,C
1003472,99,5,B,C,D
1009787,95,5,D,D,D
1006476,101,4,C,C,D
1006527,106,6,B,A,C
1005162,110,9,B,C,B
1003782,101,6,A,B,C
1005912,102,4,A,B,C
1002802,98,3,D,D,E
1006316,105,7,A,C,C
1006257,98,4,B,A,C
1009139,110,7,B,C,C
1000126,91,4,B,B,D
1006990,102,7,C,C,C
1009925,107,7,B,B,C
1004426,106,6,B,C,C
1007922,120,9,A,B,B
1002867,108,6,C,A,C
1007573,97,3,D,B,D
1003973,104,5,A,B,C
1003874,91,5,B,C,D
1006800,104,5,B,A,C
1005097,98,4,C,C,D
1006423,112,6,A,B,C
1001564,101,7,B,B,C
1001056,104,4,C,B,D
1001259,100,5,B,B,C
1002407,119,9,B,B,B
1005853,102,4,A,C,D
1008223,120,8,A,C,B
1007356,112,6,B,B,C
1002763,109,7,C,B,C
1009739,108,4,C,A,C
1004429,108,4,B,A,C
1004418,90,5,D,D,E
1007406,103,6,B,C,C
1008520,112,8,A,C,B
1003050,105,5,C,C,D
1005321,94,3,C,C,D
1002055,105,7,A,B,C
1005546,119,9,B,C,B
1002743,115,7,B,A,B
1000186,105,5,E,D,D
1005020,113,6,A,B,B
1000388,102,6,A,A,C
1009185,91,5,D,B,D
1001669,98,3,D,D,E
1002095,118,8,A,B,B
1008203,103,5,A,B,C
1000881,103,4,B,B,C
1002129,103,5,C,B,C
1001385,120,7,A,B,B
1006802,118,8,B,B,B
1002420,120,9,A,A,A
1007923,104,7,A,A,B
1003721,107,7,B,C,C
1006889,93,3,D,B,D
1002691,117,7,B,C,C
1008170,96,5,D,C,D
1005679,107,4,B,B,C
1006607,96,4,B,B,D
1003550,100,5,B,C,D
1005881,98,3,D,B,D
1003164,100,4,B,B,D
1002557,101,7,A,B,C
1006967,101,7,A,B,C
1004610,112,9,A,B,B
1004229,96,5,C,B,D
1003521,107,5,C,A,C
1001011,115,9,A,A,B
1003453,101,6,B,C,C
1008679,99,5,C,B,D
1006503,103,5,C,B,C
1004875,114,7,A,A,B
1005545,107,5,A,B,C
1001132,101,7,C,B,C
1007178,109,7,A,B,B
1003043,96,4,D,B,D
1005534,110,6,A,C,C
1006962,108,5,B,C,C
1009933,103,4,B,C,D
1008688,98,5,A,A*,C
1004585,98,3,D,B,D
1009388,109,4,B,C,C
1007159,115,7,A,A,B
1008891,100,7,A,A,B
1007570,109,4,A,C,C
1009431,90,3,D,B,D
1002196,100,6,C,A,C
1009620,105,4,A,B,C
1001573,98,5,B,B,C
1001219,98,3,D,C,D
1000394,100,5,B,C,D
1001732,107,5,B,A,C
1005088,104,3,C,E,E
1002142,90,3,B,C,D
1009151,90,1,D,U,U
1009653,100,4,B,C,D
1009405,109,6,B,A,B
1001646,90,5,B,C,D
1003909,101,4,A,C,D
1009252,101,4,A,C,D
1004765,116,7,A,C,B
1004701,102,4,B,C,D
1001211,108,6,A,A,B
1002942,106,6,C,B,C
1009385,90,5,B,C,D
1005409,111,6,B,A,B
1000882,107,7,C,C,C
1006890,109,7,B,A,B
1008653,120,6,B,B,B
1009952,90,5,D,C,D
1004026,119,8,B,A,B
1002946,103,6,B,C,C
1006016,107,6,A,C,C
1008140,105,7,A,A,B
1001672,102,7,C,C,C
1009334,100,6,C,B,C
1003459,108,7,B,A,B
1003646,93,5,D,D,D
1007881,111,9,B,A,B
1003039,102,5,C,A,C
1009097,96,5,D,D,D
1002550,101,6,A,A,C
1006942,115,6,A,A,B
1001128,101,6,A,B,C
1005430,108,5,C,A,C
1006996,99,5,D,D,D
1005353,111,9,B,A,B
1000322,110,9,A,C,B
1005246,120,8,B,A,B
1004632,104,4,A,C,D
1005825,110,9,A,C,B
1000083,106,4,B,C,D
1008920,115,7,B,B,B
1003944,99,4,B,C,D
1005312,111,7,B,C,C
1005484,103,4,B,C,D
1003625,104,4,B,A,C
1004187,106,4,B,A,C
1001836,107,7,C,A,C
1000004,104,9,A,A*,B
1001802,107,6,B,C,C
1001201,118,6,B,A,B
1003795,113,8,A,A,B
1004283,112,6,A,B,C
1008363,101,5,A,A,C
1009238,98,4,D,C,D
1009084,113,6,B,B,C
1005709,112,9,A,A,B
1003961,117,9,A,C,B
1001925,100,5,B,C,D
1003308,103,7,B,B,C
1001021,92,5,D,C,D
1008948,102,5,A,B,C
1006604,113,9,B,B,B
1000268,101,6,C,C,D
1001288,110,7,A,A,B
1003056,103,7,A,C,C
1006055,108,5,A,C,C
1008890,96,3,B,C,D
1007930,106,4,A,C,C
1007784,90,4,B,C,D
1004996,104,7,B,C,C
1004708,92,4,D,B,D
1009413,115,9,A,A,B
1007501,111,6,B,B,C
1000324,109,6,A,B,C
1000476,117,6,B,B,B
1006497,97,3,B,D,D
1006939,119,7,B,C,C
1005265,112,6,B,B,C
1006227,103,4,A,A,C
1009483,114,6,A,A,B
1007959,96,5,B,D,D
1000181,98,5,D,D,D
1001439,100,7,C,C,C
1004587,101,7,C,A,C
1008124,97,3,D,D,E
1005170,115,5,C,D,D
1007674,103,6,C,C,C
1005916,108,6,A,B,C
1000650,100,6,A,C,C
1005892,90,4,D,C,E
1003028,107,7,C,A,C
1006732,90,5,C,D,D
1004132,104,4,A,A,C
1002388,94,4,B,C,D
1008508,120,9,A,B,B
1009587,112,7,A,A,B
1003168,106,5,A,B,C
1001829,115,8,A,A,B
1009498,98,3,C,C,D
1007216,109,4,C,B,C
1006162,107,6,B,A,C
1005993,107,7,C,A,C
1004792,115,7,B,C,C
1004751,111,7,A,C,C
1007694,107,6,A,A,B
1006463,92,4,D,B,D
1004686,97,3,B,D,D
1004058,104,5,B,B,C
1006702,106,6,B,B,C
1008047,96,4,D,D,E
1008627,120,6,B,C,C
1002735,117,6,B,B,B
1002349,110,7,B,B,C
1008766,106,7,C,C,C
1005879,103,6,B,B,C
1001045,97,5,D,D,D
1007765,106,7,C,C,C
1001977,107,7,A,B,C
1000656,95,4,C,D,D
1009444,108,4,C,B,C
1001374,104,6,C,B,C
1007876,90,4,D,B,D
1000060,98,3,D,B,D
1008635,102,7,C,C,C
1009207,120,8,A,B,B
1007019,109,7,B,B,C
1003020,94,4,C,D,D
1006274,109,7,A,B,B
1005885,93,5,C,D,D
1001621,114,7,A,B,B
1005006,101,6,A,C,C
1007698,104,6,A,A,C
1002834,116,9,B,C,B
1004717,95,3,B,B,D
1002431,94,3,B,B,D
1006548,100,5,C,C,D
1007392,113,9,B,A,B
1000263,93,4,D,D,E
1007754,90,7,B,A*,C
1006478,101,7,B,A,C
1005155,109,5,A,B,C
1009237,115,7,B,A,B
1006187,101,4,C,A,C
1003278,102,4,C,C,D
1002464,114,9,B,C,B
1006897,90,3,D,B,D
1000342,102,5,B,B,C
1009402,107,5,C,A,C
1008369,109,4,A,C,C
1007020,101,5,B,A,C
1000940,105,7,C,B,C
1008783,90,5,D,B,D
1003657,100,7,C,C,C
1007062,109,4,A,A,C
1000518,97,3,C,D,E
1002088,105,8,A,A*,B
1005644,109,7,C,C,C
1000854,102,7,B,B,C
1008360,106,7,A,C,C
1008657,97,5,D,D,D
1004297,103,7,C,B,C
1006879,110,9,B,C,B
1006865,106,4,A,A,C
1006452,100,4,B,B,D
1000799,107,4,B,A,C
1000636,111,5,D,C,D
1006616,90,5,B,C,D
1006169,114,8,B,A,B
1009215,102,4,A,A,C
1008925,108,5,A,A,C
1000378,115,7,A,C,C
1002074,94,4,D,B,D
1007782,99,4,B,A,C
1007626,103,4,C,C,D
1004168,99,5,D,D,D
1002698,119,7,B,A,B
1001523,98,4,B,C,D
1009610,101,7,B,C,C
1007223,107,6,C,B,C
1008313,95,4,B,B,D
1009796,102,6,A,A,C
1000395,108,6,B,D,C
1009834,102,6,A,A,C
1005523,104,5,B,A,C
1000891,101,5,B,C,D
1000132,93,4,D,C,D
1001265,108,6,B,B,C
1005691,119,6,B,C,C
1003113,105,6,A,C,C
1002771,107,5,A,B,C
1002489,111,6,B,C,C
1006041,95,3,B,D,E
1006834,119,9,A,B,B
1007568,107,6,C,A,C
1009122,118,8,A,A,B
1005533,99,3,C,C,D
1008092,120,9,B,A,A
1007688,111,7,A,C,C
1000453,109,6,C,B,C
1001178,107,5,B,B,C
1009310,103,4,B,A,C
1008496,115,7,B,B,B
1005252,106,4,A,C,C
1003799,90,4,D,C,E
1002011,96,3,D,B,D
1007512,104,5,C,B,C
1005472,107,6,C,B,C
1000189,105,7,C,C,C
1009944,115,6,B,A,B
1007372,90,5,C,C,D
1001849,106,7,C,C,C
1001116,90,3,B,D,E
1003463,111,7,A,C,C
1008740,104,6,C,A,C
1004817,108,6,A,A,B
1005966,98,6,A,A,C
1004189,115,7,B,C,C
1005882,113,9,A,A,B
1008341,110,6,B,C,C
1004961,104,6,C,C,C
1007611,110,7,B,C,C
1007618,99,5,C,B,D
1003174,112,6,B,B,C
1009422,118,8,B,A,B
1005903,114,6,A,B,B
1008229,99,5,C,B,D
1007426,108,4,A,C,C
1003434,95,4,D,D,E
1000071,110,6,B,C,C
1003216,109,6,C,C,C
1001705,90,3,D,D,E
1009713,96,3,C,B,D
1006860,103,4,A,B,C
1001605,103,5,C,A,C
1006398,95,3,C,C,D
1007355,108,6,C,A,C
1006835,107,6,B,A,C
1009170,103,5,C,A,C
1008234,99,5,D,B,D
1000487,113,9,A,C,B
1001170,118,7,A,A,B
1008274,101,5,B,C,D
1003772,100,5,B,B,C
1007947,109,7,C,A,B
1004616,102,4,A,A,C
1009101,104,5,B,C,C
1007960,111,6,B,B,C
1007107,90,5,D,B,D
1009201,116,9,A,B,B
1005366,106,5,B,B,C
1001111,102,7,A,A,B
1003122,104,7,C,A,C
1009853,105,6,A,C,C
1003010,91,5,B,B,D
1002269,117,9,A,A,A
1009797,105,7,C,C,C
1007479,109,4,C,B,C
1002511,113,6,A,B,B
1003129,97,4,D,D,E
1005754,109,5,B,C,C
1005746,103,7,A,A,B
1006112,112,8,B,C,C
1008933,90,4,D,D,E
1001463,104,4,B,B,C
1009831,100,6,A,C,C
1009258,108,4,B,A,C
1008458,109,6,A,C,C
1002346,99,3,D,C,D
1008522,99,5,C,B,D
1001561,104,4,B,B,C
1007120,98,3,B,B,D
1002827,112,8,B,C,C
1003597,102,4,C,C,D
1006843,90,4,C,C,D
1004485,102,7,C,A,C
1001911,97,4,C,D,D
1004992,92,5,B,B,D
1001417,95,3,B,C,D
1009335,106,5,B,C,C
1005165,116,9,B,C,B
1001592,108,7,A,C,C
1003054,100,5,C,C,D
1009138,109,4,B,C,C
1004864,101,4,B,A,C
1004395,99,3,C,D,E
1006365,96,4,B,B,D
1004034,91,3,C,B,D
1004488,102,7,A,B,C
1000282,106,7,C,A,C
1003839,104,6,A,C,C
1009827,102,6,B,C,C
1002736,97,5,C,C,D
1009790,110,6,A,C,C
1002737,94,5,B,A,C
1009743,111,9,B,C,B
1000537,97,4,D,B,D
1003477,99,4,C,C,D
1004372,93,5,D,C,D
1005423,101,7,B,B,C
1001368,113,9,A,A,B
1004740,109,4,C,E,D
1001057,113,8,C,B,B
1000909,109,7,C,A,B
1008298,96,3,D,B,D
1002765,102,7,B,B,C
1006564,99,3,D,D,E
1005515,116,9,B,C,B
1009368,95,3,B,C,D
1005717,112,7,B,A,B
1004554,112,7,A,C,C
1009253,120,7,A,C,B
1001667,102,4,B,C,D
1002720,111,6,B,B,C
1002439,120,9,B,C,B
1006525,100,4,A,A,C
1004953,93,5,D,C,D
1004341,90,3,B,C,D
1008561,111,8,B,B,B
1000108,90,4,D,B,D
1002954,102,6,A,C,C
1003872,108,7,A,B,B
1005934,106,7,A,A,B
1001986,108,7,B,B,C
1002554,107,7,A,B,C
1009987,115,6,A,C,C
1004247,97,4,D,D,E
1002483,100,6,B,B,C
1005368,99,4,D,B,D
1004036,112,9,A,A*,A
1008436,112,6,A,A,B
1003284,109,5,B,B,C
1008154,114,8,B,C,B
1006175,96,5,C,C,D
1002999,118,6,B,A,B
1001054,117,9,A,C,B
1005819,111,9,A,A,B
1006001,119,8,A,C,B
1006528,92,3,B,B,D
1009764,101,4,C,B,D
1004273,99,5,B,D,D
1009161,111,9,B,B,B
1005317,97,4,D,B,D
1002140,111,7,A,C,C
1007519,116,6,B,A,B
1007530,111,6,B,A,B
1007745,107,4,C,B,C
1000023,97,3,B,C,D
1001783,98,3,B,D,D
1007807,115,9,A,A,B
1004885,111,8,A,A*,B
1001695,105,7,A,C,C
1004088,102,7,A,A,B
1006195,90,3,B,B,D
1005661,96,5,B,D,D
1003495,120,6,A,B,B
1004218,95,5,D,B,D
1003507,107,4,B,A,C
1001959,113,7,A,B,B
1009429,95,3,B,D,E
1005865,106,7,C,A,C
1002817,113,8,B,A,B
1002940,105,4,A,A,C
1009387,120,8,A,A,B
1009123,92,5,D,C,D
1000335,113,6,A,B,B
1002051,104,4,C,A,C
1006600,111,8,A,B,B
1005642,109,7,B,A,B
1009167,99,3,C,B,D
1006038,107,6,C,C,C
1005007,90,5,D,D,E
1001903,110,9,A,A,B
1004851,107,5,B,A,C
1002449,110,7,B,A,B
1003120,113,6,A,A,B
1009556,108,5,B,B,C
1003954,106,6,C,B,C
1001956,98,5,C,D,D
1004571,99,4,B,C,D
1002339,114,7,A,B,B
1004807,116,6,A,A,B
1000593,103,5,B,B,C
1003468,105,4,A,B,C
1008178,98,5,B,D,D
1006650,114,8,A,B,B
1001671,110,6,B,A,B
1005061,120,6,B,A,B
1008543,98,1,E,D,E
1009994,102,7,C,C,C
1004678,107,6,A,A,B
1001486,110,9,B,B,B
1001544,103,5,B,B,C
1006234,98,4,A,C,D
1000139,112,9,B,B,B
1003648,111,6,A,A,B
1001236,98,4,B,C,D
1004543,116,6,B,B,C
1003211,114,9,A,A,B
1000769,106,6,B,C,C
1009312,106,6,B,A,C
1001494,109,4,A,B,C
1003029,98,5,B,D,D
1009283,105,4,C,C,D
1001301,90,4,B,B,D
1000054,112,8,B,B,B
1000609,93,3,B,B,D
1001119,117,6,A,C,C
1005893,102,6,C,A,C
1001038,103,6,A,A,C
1000563,100,6,A,C,C
1005173,103,7,A,A*,B
1001141,116,6,B,C,C
1003601,90,5,B,C,D
1003262,115,6,B,B,C
1004103,108,5,B,B,C
1004700,95,3,D,C,E
1009338,96,5,B,B,C
1004098,118,8,A,C,B
1000470,97,3,D,B,D
1000458,96,4,B,D,D
1006289,114,8,A,B,B
1005518,108,6,C,C,C
1001603,97,3,B,D,D
1003715,107,7,B,A,B
1001563,97,4,D,B,D
1001053,114,6,B,B,C
1003978,113,9,B,C,B
1004348,109,5,A,A,C
1007879,108,5,C,B,C
1000089,119,6,B,A,B
1000337,105,4,C,B,C
1005185,96,4,D,B,D
1002992,109,5,A,B,C
1004783,120,7,A,C,B
1002386,97,4,C,B,D
1001637,102,5,B,A,C
1004517,108,4,C,B,C
1005773,105,5,A,C,C
1004980,97,3,D,B,D
1008439,114,8,B,B,B
1006233,120,6,A,B,B
1005178,107,6,C,B,C
1009816,98,3,C,B,D
1008248,93,4,B,D,D
1000539,107,5,B,A,C
1006582,114,6,D,C,C
1007242,109,4,B,C,C
1003307,105,7,C,C,C
1003680,100,5,B,A,C
1006334,96,3,C,D,E
1008350,112,6,B,B,C
1008309,112,6,B,A,B
1006683,93,3,B,D,E
1001729,118,8,A,B,B
1000344,110,9,B,A,B
1002012,116,7,B,C,C
1009466,94,5,B,D,D
1003963,94,5,B,C,D
1006933,104,8,A,A*,B
1004041,109,4,C,A,C
1009386,119,8,B,B,B
1005929,111,7,A,A,B
1000021,103,7,C,A,C
1005215,97,2,E,D,E
1004579,115,9,B,C,B
1002718,97,4,C,C,D
1000855,118,6,A,B,B
1004128,103,4,B,B,C
1004216,118,9,B,B,B
1009205,110,8,A,B,B
1008109,104,6,B,A,C
1007382,101,5,A,A,C
1001352,102,7,B,B,C
1002808,108,6,C,B,C
1005855,106,5,C,C,D
1009280,100,6,B,A,C
1002948,104,5,C,A,C
1009286,106,5,B,C,C
1000274,90,3,C,D,E
1009033,109,7,C,A,B
1005816,97,4,B,D,D
1003293,96,4,D,D,E
1001200,92,4,D,B,D
1003640,91,4,D,D,E
1008699,94,3,C,B,D
1000976,99,3,D,D,E
1003101,120,9,A,C,B
1009394,101,6,D,D,D
1008880,106,5,A,B,C
1000343,108,6,A,B,C
1008831,106,4,A,C,C
1002685,104,6,C,C,C
1005562,95,2,U,D,E
1007115,117,6,A,C,C
1000798,119,6,A,A,B
1007708,92,5,B,D,D
1006563,97,4,B,D,D
1000706,103,7,A,B,C
1001642,97,3,B,B,D
1008258,109,7,B,A,B
1007394,99,3,D,C,D
1002759,120,9,A,B,B
1004983,115,6,A,B,B
1001235,107,6,A,C,C
1006191,113,9,A,A*,A
1002902,114,8,A,A,B
1003911,100,4,B,A,C
1003610,98,3,B,D,D
1004317,106,6,B,B,C
1001267,112,7,A,B,B
1003041,106,6,A,A,B
1006451,92,5,C,D,D
1009830,99,4,B,C,D
1002678,104,7,B,B,C
1007478,104,4,B,B,C
1002536,120,6,A,B,B
1008528,94,4,C,C,D
1008219,109,8,A,A,B
1005044,117,7,B,C,C
1003876,120,6,A,A,B
1005182,102,7,B,A,C
1002149,109,7,A,B,B
1005105,110,8,A,A,B
1007729,107,4,B,A,C
1007987,104,4,C,C,D
1003222,108,4,B,A,C
1001775,90,3,B,B,D
1002232,110,9,B,B,B
1009360,106,5,C,A,C
1007513,103,5,B,B,C
1002920,120,6,A,A,B
1006271,100,5,B,C,D
1000717,102,6,B,A,C
1008973,120,8,A,C,B
1001542,98,5,C,B,D
1001203,101,6,A,B,C
1008755,104,7,A,A,B
1009243,112,6,A,B,C
1007298,107,6,C,A,C
1004447,95,5,C,D,D
1005455,101,6,B,A,C
1009938,100,6,C,C,D
1008161,104,4,A,C,D
1003285,108,7,B,A,B
1006678,108,4,A,A,C
1008810,91,4,C,C,D
1000665,114,8,A,A,B
1005352,107,5,A,B,C
1007638,116,7,B,B,B
1000110,109,4,B,A,C
1003863,114,6,A,A,B
1008041,109,7,A,B,B
1005733,116,7,B,B,B
1007383,109,5,B,A,C
1008337,104,4,C,A,C
1004893,120,9,A,B,B
1006011,112,9,B,A,B
1006898,110,8,A,B,B
1001641,95,4,C,B,D
1008778,95,3,B,B,D
1005067,107,7,A,C,C
1000695,106,7,B,B,C
1005052,100,6,A,C,C
1007437,106,4,B,A,C
1004555,118,9,B,C,B
1000209,111,8,A,A,B
1008205,96,5,B,B,C
1007659,104,6,C,A,C
1004406,99,4,B,C,D
1007793,102,5,B,A,C
1001031,102,7,A,B,C
1008773,101,6,C,C,D
1005671,95,3,D,B,D
1006851,104,5,A,C,C
1009465,101,6,A,C,C
1009607,90,4,B,B,D
1001520,120,6,A,C,C
1004121,114,6,B,B,C
1008613,102,4,A,C,D
1008913,105,7,A,B,C
1003280,96,3,C,C,D
1000811,119,8,B,C,B
1006878,120,9,A,A*,A
1007762,106,7,C,C,C
1009220,113,8,B,A,B
1004165,106,4,C,B,C
1003936,94,4,D,E,E
1001243,102,5,B,B,C
1000514,106,6,C,A,C
1000667,101,7,B,A,C
1009177,103,7,C,C,C
1009716,104,5,B,A,C
1008977,104,4,C,A,C
1000872,105,4,B,B,C
1004879,97,5,B,B,C
1009985,99,4,B,D,D
1008861,95,5,D,C,D
1003565,113,6,A,C,C
1003264,90,3,C,D,E
1000953,114,6,B,A,B
1008970,116,9,A,A,A
1001792,103,7,C,C,C
1007310,90,4,D,D,E
1003034,102,5,C,B,C
1009602,104,5,A,C,C
1009851,97,5,D,B,D
1005767,101,5,B,B,C
1005016,117,7,B,C,C
1007076,110,8,B,C,C
1004373,98,5,C,B,D
1005251,92,5,C,B,D
1003234,102,6,A,C,C
1009345,103,7,B,B,C
1005384,109,6,C,B,C
1002599,101,7,B,A,C
1005776,109,5,B,C,C
1004306,120,9,B,A,A
1002730,112,8,A,C,B
1009451,105,6,B,A,C
1002432,104,7,B,C,C
1009554,102,4,A,B,C
1002173,114,8,A,A,B
1004186,100,5,B,B,C
1008765,105,5,B,C,C
1005101,105,4,C,B,C
1007275,101,5,B,A,C
1009784,94,3,D,B,D
1008053,108,6,C,B,C
1009209,105,4,B,C,D
1002060,109,4,A,A,C
1001180,101,7,B,B,C
1007839,115,9,A,C,B
1006828,98,5,C,C,D
1000229,119,7,B,B,B
1000276,91,4,B,B,D
1006445,108,6,C,A,C
