reference_id,SATS,GCSE,GCE_AS,GCE_A
603299006,97,1,E,U
193002584,106,4,B,B
724796837,103,5,B,B
391449434,97,1,C,U
277806676,97,1,E,D
145177611,107,4,C,D
787206161,113,7,B,B
468006138,104,3,C,C
443341992,106,5,B,D
678318666,110,6,B,B
578319406,97,2,E,D
309206014,111,8,A,B
799568451,112,6,B,A
597027138,120,8,A,B
821498705,102,4,C,C
557362531,101,3,C,C
471932102,111,6,E,A
768055650,112,7,A,A
288353938,101,4,D,B
664106285,102,4,B,D
349286900,109,4,B,B
330521842,98,3,D,E
175304583,102,3,C,B
233463860,106,4,D,C
185930936,113,5,C,B
654217807,100,4,B,C
209478465,90,4,U,U
561617912,90,2,D,U
200286027,95,1,C,D
805111476,94,1,D,E
709840048,104,5,B,C
761782552,95,2,U,C
302772176,99,2,D,E
671748511,99,3,U,E
676470596,101,5,C,D
492727863,116,9,A,A
730954135,110,6,C,B
472027160,105,5,D,B
355064856,101,4,B,C
611155101,102,4,C,D
211190487,108,4,B,C
963919290,110,4,A,B
522477200,98,1,U,U
967526645,105,3,C,B
965195213,89,1,U,D
157446114,107,3,B,B
202328045,111,5,A,A
263316250,103,3,C,B
611171163,120,8,B,B
418317068,98,1,E,D
607855112,107,5,D,D
392836567,105,3,C,B
860195293,104,5,C,B
610445138,104,5,D,D
726231166,106,5,B,C
173019095,112,5,B,B
783752254,116,9,B,A
103955848,105,3,C,B
436176514,112,4,C,B
287811229,99,3,E,E
792058964,111,6,C,B
502226587,99,2,U,C
332424690,114,4,B,B
706342648,120,8,B,B
508050404,104,4,D,D
800910572,87,1,D,E
550305252,101,5,B,C
867948230,115,8,C,D
171372047,109,4,B,C
209353024,107,4,C,D
757590574,113,7,A,B
595376693,109,5,D,D
316636927,115,8,A,B
184003366,112,4,B,A
516405920,117,6,A,A
298650605,108,5,D,C
456030898,112,4,C,A
747742845,103,4,D,D
558216306,100,3,C,D
136997935,119,7,A,A
950562204,107,3,C,D
326727195,111,5,B,C
484901044,106,4,C,D
806889696,100,4,B,D
854786746,105,6,B,A
355694848,116,6,A,B
299688162,109,5,C,C
493699126,91,2,U,E
404029634,103,3,B,D
730924269,119,8,A,C
754314243,103,3,C,C
334148332,91,1,C,C
441277461,120,6,B,C
686597725,110,5,C,C
685985637,104,5,B,B
852288423,102,4,B,C
708766679,114,6,B,A
647263339,101,5,D,B
641083881,114,8,E,D
196350296,109,3,C,D
425091112,107,4,B,B
629929192,106,4,C,D
406767351,104,6,A,D
751454251,113,6,A,C
200505016,98,1,B,B
859632743,92,1,E,E
545235057,110,6,B,B
306638122,110,6,C,B
965958491,109,5,C,D
194107439,108,3,C,B
583374030,102,3,C,C
166577810,111,7,C,C
909583458,105,4,C,B
326642708,101,4,B,B
690357457,103,5,D,C
896291926,120,7,A,A*
334244124,91,2,U,E
414540673,109,5,B,D
925769424,92,2,E,E
918955877,104,3,D,C
210261576,102,3,D,C
856852593,88,3,E,D
585002397,108,4,C,C
329986825,102,5,C,D
512650408,88,1,U,U
797735916,112,6,C,B
343396644,116,9,A,A*
409526120,117,8,A,A
513911839,108,4,B,B
160615787,105,5,D,C
469827247,116,7,A,C
220526062,118,8,A,A
106256654,114,4,B,B
448393725,97,4,D,E
782718985,107,3,D,B
984412601,109,5,D,C
778498505,91,4,D,E
672904537,109,3,C,C
699635509,120,6,C,A
399083897,110,5,C,A
502901492,117,8,B,B
703036285,106,5,C,D
382357038,104,5,D,B
643365103,108,3,B,D
307729670,98,2,E,C
582014446,97,2,U,D
153227500,115,7,A,C
501811816,116,8,A,B
552719890,97,2,C,U
844543579,113,6,A,A
437899820,104,3,C,D
136296269,108,4,B,B
585412404,109,5,B,C
901413400,113,5,C,A
827455837,106,3,C,C
405962493,116,6,A,A*
541023014,107,3,B,D
899409560,110,7,C,B
508505993,98,3,D,U
532904979,120,7,B,A*
162458618,109,5,B,D
252012490,111,5,B,A
576359497,92,2,C,U
565838359,98,4,E,D
617489928,115,7,A,A*
381310263,107,5,B,C
304200752,90,4,U,U
507128147,113,5,A,A
890833319,101,3,D,D
973602907,116,8,A,C
147186098,104,5,B,C
419977784,107,5,D,B
569143009,114,5,A,A
294300865,98,2,E,E
417956490,97,1,E,C
215696391,103,5,D,C
517488719,112,6,A,B
895534932,94,1,D,U
935747541,92,4,D,U
113444557,112,6,B,C
673008107,100,3,C,C
916708352,102,5,C,D
791288762,90,2,U,U
155594821,100,3,C,C
450777609,105,3,D,B
777393422,112,5,B,B
364285855,99,2,D,E
354809146,118,8,B,A
324916666,100,3,D,C
261941853,100,4,B,B
429422585,117,9,B,A
221063649,107,5,D,B
556539479,101,3,B,B
239540136,104,3,D,C
466412774,116,7,A,B
629629587,117,6,B,B
728535195,98,3,E,U
484654026,105,3,D,D
352967223,106,3,D,D
822518399,97,4,D,D
711893683,105,5,D,B
704777505,105,3,B,C
298328135,114,4,B,C
982157451,115,6,A,B
495792384,102,3,C,B
283551100,103,3,B,B
437130157,110,4,C,C
449854384,100,7,C,C
975857373,110,5,C,C
359879133,104,3,B,C
947937292,97,2,E,D
307974991,97,2,D,U
934253070,117,9,A,C
937107047,104,5,D,D
647907175,118,7,A,B
196916840,101,3,D,B
655958607,107,4,B,D
920251675,120,9,B,B
531837165,97,4,D,D
445707681,90,1,E,E
986732850,115,7,B,B
340493149,98,4,U,U
857862755,105,4,C,C
186221874,100,3,C,D
910666720,107,4,C,D
201218523,97,3,D,E
893905756,104,3,B,C
413969132,109,4,C,C
370978009,97,1,C,D
136681190,99,1,E,U
726747212,102,3,D,C
388095905,94,3,C,C
206039694,102,4,C,C
527263883,106,7,A,U
253480304,102,4,D,C
863895506,103,4,D,D
772630037,105,3,D,D
981805244,100,5,B,B
853465258,111,7,A,B
551978920,116,7,B,A
253262676,101,3,B,B
138624518,109,3,D,C
182409359,103,3,B,D
310885319,108,5,B,B
291430862,118,6,B,A
183489128,109,3,C,B
941744984,91,4,U,C
952905522,109,4,D,D
413327644,115,9,A,C
873626149,103,5,C,D
992941909,113,7,B,A
505725764,99,1,D,B
730572552,93,1,C,U
122374037,106,3,C,D
803465481,91,3,C,U
975655466,103,3,C,B
275679453,115,7,A,B
109064289,90,4,E,E
139539528,95,3,U,C
870516704,97,3,D,U
319494116,104,3,C,B
402467700,102,5,A,U
371178041,116,7,B,C
248871763,113,6,A,C
931896860,109,5,D,C
421218492,106,5,C,D
821272870,108,4,B,C
720207335,98,1,C,E
615450821,112,6,A,C
434211273,96,3,U,D
331214367,112,6,C,C
352142213,114,4,A,C
574751034,107,5,D,D
463717008,104,5,C,D
464455080,108,3,C,D
432028689,82,3,U,E
928581630,107,3,C,D
678984281,104,3,D,D
903140232,105,5,D,B
935339912,111,5,C,B
182532410,104,5,C,C
968831028,96,3,D,U
530449479,104,5,B,C
437614343,106,4,B,C
472214518,106,5,B,B
179173248,106,5,C,B
697811100,113,7,A,B
142887073,96,1,U,U
748648221,106,5,D,C
850100710,115,8,A,A*
479906907,91,1,C,U
445141560,106,5,C,B
705875154,100,3,B,C
874246409,102,5,C,D
186081673,98,2,U,U
512861670,104,5,C,B
110056242,120,8,A,A*
107631960,95,4,D,U
575783565,96,4,U,D
787366069,95,1,U,C
635091568,119,8,B,B
506357987,101,3,C,B
969181694,105,5,B,C
854230850,102,4,B,C
207849063,97,3,E,E
679607342,103,3,B,B
662299891,120,6,B,A*
428265312,116,9,A,A
428057326,98,3,E,E
941371495,110,6,C,B
934467279,98,3,U,U
854692871,91,3,C,C
147345679,113,4,C,C
352093334,114,4,B,B
699949970,113,7,B,B
303950069,101,5,C,C
473582838,104,3,B,C
183379408,111,7,C,C
191064948,108,4,B,B
666734287,102,5,B,D
507125257,92,4,U,C
548108238,106,3,B,C
585913221,114,4,A,A
137435612,95,2,C,D
284480454,110,5,C,C
730378974,108,3,D,B
326839463,111,7,A,C
520890252,112,5,C,C
296632247,99,3,U,E
440281258,92,3,D,U
372518377,101,5,C,D
773076069,112,4,A,B
702519366,101,5,D,D
275580580,99,3,D,C
120084899,90,5,D,E
616606358,119,6,A,A*
822291083,112,5,A,B
586580777,111,5,B,C
601780016,113,5,B,B
523283287,110,7,C,C
710633011,103,4,C,C
957529267,104,4,B,D
818318045,102,5,B,C
152856461,120,6,A,A*
298615345,109,5,D,D
849428465,101,5,B,C
516100573,109,3,D,C
128613069,97,4,E,U
180625920,117,6,B,A
842519549,100,4,D,D
141887377,109,5,C,C
597349051,114,7,A,A
352156200,108,3,D,D
780896628,106,4,B,D
214455970,105,5,U,A*
919286713,105,3,D,C
176683641,100,5,D,D
861854430,101,5,B,B
232828471,117,7,B,B
126676902,104,3,D,D
802845284,99,1,E,U
409196488,101,4,B,C
475001672,114,6,C,C
840534407,110,4,B,A
335488350,109,3,B,D
368665909,103,5,D,C
158469957,110,5,C,B
994262059,100,3,C,D
437430951,103,4,C,B
862553566,113,4,A,A
486851213,112,4,B,B
880473637,97,4,C,D
586044144,98,3,U,U
435710689,106,3,D,D
993234303,119,7,B,A
403079528,90,4,C,U
794366021,107,3,B,C
544427516,94,2,D,D
460695133,100,5,D,B
530953260,102,5,B,B
638781657,102,4,B,C
149705835,101,3,D,B
645202655,105,5,D,D
899163487,101,3,B,D
725287656,93,2,C,U
346256663,111,7,A,D
691461331,111,5,B,C
921881149,112,4,C,B
181024567,93,1,E,E
587355277,107,4,D,B
537736197,110,6,C,B
166350981,97,4,E,D
267909781,105,5,C,D
742946249,104,5,C,C
636194062,120,6,A,C
226521025,120,8,B,B
699575070,92,4,D,U
694600397,120,8,B,A
460636909,98,2,D,C
118209582,113,5,B,A
125403228,113,6,A,B
235820579,97,1,C,U
149976605,109,3,D,D
453370504,104,3,C,C
635088816,109,3,D,C
734021734,107,4,D,B
253807490,115,9,A,C
662585802,106,5,C,C
196074893,104,4,D,B
438607379,114,6,B,C
198780549,110,7,C,C
823762655,111,6,A,C
264396915,100,4,D,B
805604966,97,3,C,D
428736324,100,6,E,A
715726116,100,3,B,B
736419514,111,5,B,A
482821130,113,4,E,D
497743840,104,5,C,B
303349476,116,6,B,B
482770006,116,6,A,A*
223428250,107,4,C,C
474136642,98,3,U,U
114256711,118,6,B,A*
468720691,105,4,D,C
874135036,106,3,D,D
870508616,102,3,C,D
102738684,98,3,U,D
703573406,93,1,C,C
576256064,110,4,C,C
408839241,99,5,U,U
332491512,120,7,B,A*
633505213,96,4,E,C
484626381,95,2,D,E
455739907,109,3,C,C
705169953,117,8,B,A*
459554785,106,4,C,C
828769802,110,7,B,A
730433617,90,3,U,U
906668774,100,5,D,D
460292290,96,4,U,C
695246631,90,3,E,D
486892565,106,5,B,B
900848143,87,1,E,D
240301096,94,1,D,U
377649922,101,4,C,B
819506444,98,4,C,U
946194012,108,4,B,D
483286077,107,4,C,D
679489192,112,5,B,C
115038642,111,7,C,C
247838105,114,7,C,A
728675680,105,5,C,B
334774153,107,3,D,D
711982221,109,4,B,D
295488826,106,5,D,D
879557873,102,2,B,E
260807441,102,4,B,B
121381019,98,3,C,E
451537740,108,4,B,D
393698232,104,5,C,D
674649505,100,3,B,C
310212944,100,3,B,C
982689877,95,4,U,D
479854915,113,7,B,B
738176549,106,5,D,B
791630006,98,3,U,E
895605587,111,6,B,B
552524952,101,4,D,D
304678940,94,4,D,C
483099526,113,6,A,C
648123346,101,3,C,D
312632164,102,3,B,C
564106354,105,5,D,C
961921195,114,5,B,C
719435205,105,5,B,C
961717773,95,4,D,D
196333617,109,3,B,D
120521035,101,4,D,C
282704432,120,6,A,B
844110918,105,4,B,B
531017113,87,2,D,U
162876142,108,3,C,B
368626413,120,7,A,A
508874643,118,8,A,B
678662687,120,8,B,A*
685082414,97,1,U,C
939161707,112,5,B,C
209532601,99,1,E,C
460372740,107,3,C,B
571250350,95,1,C,E
177539998,100,3,D,D
199637332,100,5,C,B
379294022,112,2,A,A*
873612424,111,7,B,C
627615504,107,5,C,B
606145518,94,4,U,C
595936519,103,5,U,U
829773657,99,1,C,E
590377476,112,6,A,C
748904879,114,4,C,B
378511350,113,5,B,C
129118055,99,2,E,U
407626662,83,2,D,D
325176942,91,4,D,E
225516324,116,8,A,C
583256870,102,5,C,C
902444338,99,2,D,E
246191479,118,8,A,B
896175609,115,9,B,A*
871408202,105,3,B,D
894945566,103,5,D,C
990344576,104,3,D,B
484791906,107,5,C,C
636550749,118,9,A,C
561246879,108,3,B,D
595090586,111,7,B,B
817597875,114,4,B,A
199121065,96,1,D,C
627855452,111,5,A,C
804742358,103,3,D,D
114086350,85,1,E,D
831003243,88,1,D,D
823172975,97,2,D,C
953370742,109,4,B,C
449127827,106,5,B,B
220072398,106,3,B,C
690604358,120,9,B,A
301871777,95,1,U,U
242167913,105,4,C,B
711222553,107,5,D,B
379992511,99,2,E,U
704278405,105,4,D,B
266802637,92,3,C,D
380023324,116,7,B,B
686862161,100,2,B,D
631758255,120,7,A,B
373744687,105,5,C,C
177167079,113,7,B,A
675513188,105,4,C,B
490344921,105,3,B,D
979283165,100,3,B,D
901157228,106,4,B,B
166980972,108,3,C,B
425476587,99,3,U,D
474042739,104,3,D,D
442905035,100,5,C,C
751003816,120,7,A,A
421801736,104,3,B,D
237582032,117,7,A,A*
426473682,103,3,B,D
808351178,107,4,B,C
464282901,94,3,D,D
356946431,101,4,D,C
796027799,107,3,C,B
159370491,118,8,B,C
192827866,107,3,C,B
646377075,116,8,B,A*
909992664,110,5,C,B
498178275,118,6,A,C
983440413,105,5,D,B
754975222,120,9,A,C
260874295,101,4,C,D
129533551,99,1,D,E
210612129,95,4,U,C
413344310,120,6,A,A*
466953464,112,6,A,B
289075952,102,4,D,B
976858910,115,7,A,C
729816731,111,7,C,A
686011580,120,7,A,B
654642868,93,2,U,E
893672743,103,3,D,C
451301108,101,3,D,D
365636771,89,1,U,U
305956790,113,5,A,A
610313469,103,3,B,C
484227630,111,7,B,A
739976447,120,7,A,C
681975591,102,5,B,D
829394329,102,5,C,C
691770629,106,4,D,B
425733895,113,5,B,A
309345212,100,5,C,B
301597029,100,3,C,D
359185326,113,5,C,C
759714561,108,5,D,D
120684599,89,1,D,D
972440704,95,2,C,E
971083955,117,6,B,C
851187699,108,5,D,D
463610385,99,3,U,E
903178736,104,4,C,C
238312334,105,4,B,D
991142959,111,4,A,B
137833974,94,1,U,C
790673752,98,2,U,E
221763960,107,5,B,B
774786628,104,3,B,D
895077410,110,5,B,B
955309441,95,2,D,D
161313647,108,4,B,D
839902745,114,6,A,B
266992190,109,3,D,D
473556271,106,4,C,C
415691546,104,3,C,B
546788068,98,1,C,C
413931168,104,4,D,B
312325418,115,8,B,C
449072489,104,2,A,D
825145066,98,4,U,U
963859985,101,5,D,B
468902705,107,3,C,C
361752542,102,3,B,D
500363496,109,3,D,B
937978844,109,5,C,B
828196448,112,4,A,A
836127530,116,6,A,B
897418247,113,5,A,B
735528719,98,2,C,D
153728890,98,1,D,D
484386800,104,4,D,C
850637736,101,5,D,B
579234793,96,2,U,C
437235225,101,5,C,D
896950358,101,3,C,C
778285355,100,5,B,B
344458121,102,3,B,C
317543579,114,6,C,B
566299827,107,3,D,B
817368142,120,8,A,B
663390225,106,5,C,B
543098593,103,4,B,B
147602146,105,5,D,D
121045145,107,3,B,C
245890393,108,4,B,C
900707258,120,8,A,C
512127142,98,5,E,E
232807939,112,7,D,A
914401027,107,3,D,C
846725364,92,4,U,U
232260637,111,7,C,A
719346267,115,9,A,A
397614536,98,3,E,D
162615455,105,5,D,B
155802995,91,3,U,C
587993589,95,4,U,E
859151447,113,6,B,A
965578389,101,5,B,D
734870830,96,1,E,D
930527959,107,5,C,D
312158946,101,3,B,D
231668531,101,5,C,A
199556208,111,6,C,A
255865082,96,3,C,E
778453340,98,2,C,D
238270697,106,5,C,B
489196567,113,6,A,B
780557026,115,9,B,C
934227781,100,5,C,B
158123324,112,5,A,C
200991327,99,3,D,E
451298912,120,9,A,B
383064795,96,4,E,U
970200480,116,6,A,B
499893137,100,5,D,D
522338268,120,9,A,A
751812438,110,5,B,A
403837908,97,1,E,C
229564970,101,4,D,B
478674340,111,6,A,A
384703329,113,4,B,C
391975487,104,5,D,D
913755855,105,5,D,C
898912935,111,7,A,C
744901476,106,3,D,D
687884348,95,1,D,U
464319935,98,4,U,U
799715195,107,5,B,B
316897182,115,8,B,B
601433959,118,6,B,B
974193485,111,5,C,B
906638881,107,3,D,B
510167310,111,7,C,C
101024217,100,5,C,C
880819874,104,3,C,B
615221156,98,2,D,C
121356126,95,2,C,C
680624109,108,5,D,B
892052055,106,5,B,D
883769673,111,4,A,B
900456454,109,5,C,C
978034019,107,5,D,D
688089347,109,4,D,B
204625814,105,5,B,C
888414470,108,3,C,B
831681421,99,1,C,D
909877507,108,4,C,C
253051191,110,5,A,B
280942026,100,3,C,C
872441369,105,3,D,D
892937360,100,5,D,B
713891225,101,4,C,D
284388799,96,2,U,D
556048767,115,9,B,A*
454438649,114,5,C,C
810980000,109,4,A,A
403010915,120,9,B,C
257958649,103,3,C,C
548403752,120,7,B,B
545197228,103,5,D,C
900100253,107,5,C,B
107354068,102,4,C,C
886912620,108,3,D,D
258105453,112,5,A,A
476394005,104,5,C,D
596019548,119,9,B,A
936723152,107,5,D,D
230862053,107,3,C,C
505358456,98,1,E,E
928514686,108,3,D,B
743238817,104,5,B,B
760316397,100,5,C,B
347596771,99,1,E,D
575196539,120,8,B,A
413354277,103,5,D,B
262916788,93,1,D,D
899531451,99,1,U,D
393194707,105,3,B,B
679370901,109,3,B,B
975606995,109,4,D,D
798113307,110,6,B,C
988518284,100,4,D,D
729066644,108,5,D,D
871499614,98,4,C,D
373620448,100,5,D,D
743604272,98,4,C,D
665874991,95,4,E,C
506311787,114,6,A,C
470405927,111,7,C,A
858279719,113,7,A,C
391685325,105,3,B,C
429875628,111,4,C,C
847436711,91,1,E,D
557320125,112,7,C,A
939621318,106,3,D,C
955127957,110,5,A,A
512689277,108,3,C,B
754746395,97,2,E,E
321588267,93,2,U,D
541987722,99,3,C,U
371280073,110,5,A,C
757739679,111,4,C,C
569515493,94,1,C,U
222014229,97,1,E,C
506003747,99,4,D,D
104610424,102,3,B,C
590452548,94,2,E,U
941590001,94,3,B,U
907019590,98,4,U,E
913635809,106,5,C,B
904523601,96,1,E,C
931370113,104,3,B,C
187775360,113,6,B,A
485699364,95,4,U,D
590569237,103,5,D,B
435833699,113,7,A,B
737683543,102,4,B,B
803043133,100,3,E,B
560570448,114,5,B,B
317052977,103,3,D,C
169418960,114,7,B,B
251066795,108,5,B,B
679684671,102,1,E,E
314409796,109,4,C,B
889118691,108,3,C,D
906319615,113,4,C,B
852662718,101,3,B,D
204115764,105,4,B,D
159289120,105,3,D,B
609788782,111,7,B,A
823808309,97,3,C,C
176234237,113,5,A,C
547236593,109,4,B,C
529986854,94,4,D,D
277343123,115,7,A,A
200606007,120,9,C,A*
184399568,113,5,B,C
350590892,116,6,A,A
453021500,106,4,D,C
277542900,92,3,C,U
159853872,90,4,U,U
560468444,107,3,E,A
497822485,100,3,B,D
826378142,98,2,D,U
366880719,104,3,B,C
559313227,110,4,C,A
382579387,93,2,D,D
754844693,101,4,C,C
768659972,117,8,B,A*
130664202,96,1,D,C
643940549,112,7,A,C
496900170,101,4,B,C
655240123,109,3,B,D
199719311,114,6,B,A
287667454,111,7,C,B
216143041,112,5,B,C
501917802,96,1,C,E
905735266,114,4,C,B
105572699,98,4,E,D
501509280,107,3,C,B
355311418,107,3,D,C
943765198,109,5,C,D
657416108,108,5,B,D
299789088,98,3,C,C
622714660,94,2,U,D
142867879,112,6,A,B
160447001,106,4,D,D
822097010,114,4,A,B
768155669,105,4,B,D
254590642,94,1,U,D
876687648,113,6,A,A
302329670,102,3,D,B
887991365,108,3,C,B
366291656,100,5,C,B
961457883,118,9,B,A*
466623174,98,2,E,D
700999706,102,3,D,D
627278666,106,5,C,C
167364192,96,2,U,E
813402180,108,3,D,D
422559215,118,6,A,A
995650106,101,3,C,D
595627291,108,5,B,C
673764051,83,3,U,D
570559196,105,5,D,C
377295906,102,5,B,B
627557081,98,3,U,D
814338201,114,4,B,C
235689667,102,3,B,D
618958168,104,4,B,B
406316734,102,3,D,D
278977410,90,1,U,E
716542895,96,1,E,D
572316927,113,4,C,C
662777369,88,2,E,U
743860649,99,3,U,C
186285778,102,3,B,D
711499470,119,6,B,A*
749457737,111,6,C,B
349314783,101,4,D,D
380636807,115,6,B,C
443062800,99,1,E,U
937732848,113,6,C,B
186872015,94,2,D,D
252069065,114,4,B,A
829075905,102,3,C,D
712926391,97,5,C,C
874244887,103,3,D,C
121445706,107,4,B,D
220840587,101,5,B,D
843232927,109,3,D,C
908199644,100,4,C,D
307465472,110,4,C,A
366691806,109,5,D,B
997685119,105,5,C,D
565085503,101,4,C,B
104095307,106,3,B,C
858165117,109,5,D,B
210145203,120,7,B,B
602461634,113,7,A,A
770384348,113,4,C,B
961555235,120,7,A,A*
646413694,109,3,D,D
404289926,109,3,C,D
919094860,111,4,C,B
424763162,97,3,E,U
669976801,101,5,E,D
856340069,101,4,B,D
739617398,110,7,A,A
857561041,104,3,B,D
640466575,106,3,D,C
460961004,114,6,A,A
714374306,112,4,B,C
173309836,104,3,D,C
143057481,100,5,B,B
527384928,114,7,C,B
206005025,111,5,C,A
757668083,92,3,U,E
263131137,102,5,B,B
259108240,106,4,A,D
858616013,111,6,B,C
101474917,112,6,A,A
455058832,107,5,C,B
947925679,110,5,B,A
540481661,106,3,D,C
859777538,100,5,D,C
180457031,103,4,B,B
486258309,105,5,D,B
883533765,105,4,D,C
275298432,90,1,D,D
109237181,102,3,C,B
760960882,105,3,B,D
174966492,103,3,B,B
902645728,103,5,C,B
217537348,109,4,C,C
547238276,96,3,U,E
814021964,92,1,D,U
452219099,102,5,C,C
415375807,111,5,C,C
588896752,119,9,B,C
798488110,111,6,B,B
136301319,93,1,E,E
145319808,103,5,D,D
195984574,107,3,D,C
407135816,106,3,D,D
370743750,109,3,D,B
663134059,98,1,E,U
852598057,106,3,B,D
320021802,108,5,C,D
692999596,112,5,C,B
143182071,99,3,U,D
236593392,102,4,C,C
143771859,83,2,E,U
815651173,100,4,D,B
939899084,101,3,C,B
142551517,97,3,E,U
513002088,106,4,D,C
171872268,105,4,B,D
230102223,87,3,D,E
440959807,107,3,B,B
892207029,98,3,U,E
562371630,109,3,D,C
683395983,95,1,D,E
850710005,105,4,D,C
515068431,103,4,B,B
387856363,107,5,D,C
792160263,106,4,D,C
847594844,103,3,C,B
840733805,93,2,U,C
992578806,93,1,D,C
274411586,100,5,B,D
863194021,105,4,C,B
178214137,100,5,D,B
898419713,110,4,B,B
901896231,103,3,C,C
869394446,97,2,E,U
413908656,103,3,C,C
939597444,107,3,C,D
598532091,108,5,C,D
158045221,120,9,A,A*
372844933,100,3,C,B
323742488,104,5,C,C
423255655,108,5,C,B
675182147,105,4,C,D
295903307,101,5,C,D
309190473,93,1,D,U
691926740,101,5,B,B
494583262,96,3,D,D
113760963,91,4,D,E
554967969,99,4,C,D
809079528,97,1,D,C
233797730,110,6,B,B
319734745,110,6,A,A
423566951,98,1,C,U
934410967,103,5,D,C
413331813,90,1,E,C
853987979,101,5,B,D
707203349,108,4,B,D
992825481,112,6,C,A
622705433,99,4,C,U
385271074,113,6,B,B
744498267,93,4,E,U
181313410,95,1,D,D
805549170,111,6,B,E
310622006,118,8,A,C
700305491,109,3,C,B
622017580,105,3,D,D
317119893,87,3,D,U
533164384,89,2,U,E
551907619,106,4,C,D
790336966,102,4,B,D
519917400,96,4,E,C
152353928,106,4,D,B
166645174,106,3,C,C
698109494,113,6,C,C
905033444,106,4,B,D
491685703,115,6,B,A*
182291820,105,4,C,B
253898183,104,5,D,B
978798329,114,7,B,A
732975297,97,3,C,D
128571270,120,6,A,C
756710964,108,5,C,B
668429901,108,4,D,D
358817052,109,5,B,D
726397134,120,6,A,A
910129968,111,7,A,B
841628726,92,1,E,U
122509812,116,9,B,A*
613139686,102,3,C,B
407612306,106,5,C,B
234632427,95,2,D,U
572243335,109,5,B,B
112742771,100,3,C,C
348699632,106,5,D,C
970985852,103,4,B,D
922763207,120,6,A,A*
669576274,120,9,B,A
436609862,105,3,C,D
109749405,106,4,C,D
685045645,102,5,D,C
541467800,114,7,A,A
742103808,102,5,C,C
241783146,102,4,C,C
824663912,113,4,A,A
485373468,101,4,D,C
125813891,105,4,C,C
519729934,92,2,U,C
433824416,111,4,C,C
784865218,120,8,B,A*
982785733,111,5,A,B
170300451,117,7,B,C
871330911,98,4,D,D
747900218,107,5,D,B
341856790,97,1,U,U
530225108,103,4,C,C
834840891,111,6,A,C
435582260,106,4,B,B
292820101,94,1,E,D
113242133,94,3,U,E
772884070,94,2,E,U
291796772,109,5,B,B
316257147,120,9,A,C
318470348,116,6,A,C
967300818,90,2,E,U
721832812,116,7,B,A
763791920,112,4,A,B
463183716,93,4,E,C
116525682,103,4,D,C
252874520,114,4,A,A
260906560,109,3,D,B
282504277,95,4,E,D
752325639,110,4,C,B
632712547,88,3,E,U
496982246,103,3,D,D
547377172,114,6,A,C
264930831,105,3,C,C
779538438,101,4,D,D
593928099,112,7,A,A
824963322,113,5,C,C
193544075,115,7,B,A*
177489978,112,6,B,C
495185025,114,4,B,B
114456480,111,4,C,A
217742908,107,4,D,D
837630113,106,3,B,D
911361715,103,5,B,D
253204508,95,3,U,U
442139743,97,4,D,U
557411638,103,3,C,C
397759126,107,3,B,B
703709730,117,6,A,A*
482889048,105,5,C,B
733123906,113,6,C,A
167367277,114,5,C,B
533195758,103,3,C,B
379531840,110,4,C,A
371629414,103,5,C,U
782393879,116,9,A,A
266991476,110,4,B,A
903777829,95,4,C,E
426330414,106,5,B,D
574234900,118,8,B,C
251428147,104,5,D,C
927300220,109,5,C,C
792772839,109,5,D,D
905220785,97,3,E,E
996050386,109,4,B,D
328827754,94,4,U,E
317993640,100,4,B,C
551417810,114,7,C,B
908337408,108,4,B,B
611229826,103,4,C,C
526216213,109,5,C,C
756797711,105,6,A,D
520596958,105,4,D,B
900220971,110,6,C,C
603287112,99,1,U,D
698475523,105,4,B,C
711424258,103,5,B,B
768212970,92,1,D,U
530205811,98,4,C,U
448252274,118,6,A,C
198735576,108,3,B,B
733509965,94,1,C,D
964420569,93,3,E,C
164525143,104,4,C,D
656063249,117,6,A,A
635694921,104,5,D,C
400893961,115,7,B,A*
185191043,108,5,C,C
709869086,109,3,D,D
569907141,94,2,E,U
776543587,113,7,B,A
941212094,102,3,D,D
664516975,112,2,A,C
498359438,98,4,U,E
510729244,106,3,B,C
956799579,108,5,B,C
597771230,104,3,C,C
622193407,108,3,C,B
684055501,103,4,C,B
381262573,100,5,D,D
325313260,118,7,A,A*
776033188,113,5,C,B
387568984,99,3,U,D
130806933,110,7,B,C
109153354,99,1,C,U
609680316,96,2,E,C
931281600,113,7,B,A
416712767,91,3,E,U
678118252,112,5,B,B
632557275,103,6,A,E
767035948,103,3,D,D
930290670,108,3,D,C
187289797,110,4,B,A
746044023,98,4,E,D
824381385,111,7,C,C
395507661,106,3,B,C
463105115,95,4,E,E
473235532,104,3,C,B
436195866,116,8,A,E
393511980,118,9,B,A*
493917918,111,5,C,C
626326971,95,4,C,D
326839364,109,3,B,B
728157533,112,5,B,B
570763535,111,7,B,B
253095976,111,5,A,A
267398377,108,3,D,B
124478421,104,4,B,D
623840696,100,3,B,C
820724230,90,4,C,U
992351513,108,4,C,D
693847860,106,4,D,C
652419514,109,4,B,D
437584088,94,4,D,U
897651531,110,7,C,C
669315592,120,6,B,A
833637517,106,4,B,B
303675110,105,4,C,C
955602094,107,5,D,B
486261522,120,8,A,A*
885786557,97,3,E,B
437732580,107,3,C,D
909849142,99,3,E,D
705615081,101,4,C,B
233607733,105,4,B,C
242216855,116,6,B,B
437108247,119,7,A,C
