ref_id,SATS_score,GCSE_grade,GCE_AS_grade,Alevel_Maths_grade
1003065,110,9,A,A*
1009505,98,4,A,C
1003415,111,9,A,A*
1002710,102,4,B,C
1001499,107,6,C,B
1007640,107,6,A,B
1005316,92,3,B,C
1004875,114,9,A,A*
1004586,98,4,C,C
1006770,90,4,C,C
1003784,90,3,D,D
1009804,104,4,C,C
1004097,95,4,D,D
1003607,117,6,A,A
1006904,92,4,B,C
1001650,109,5,B,B
1001083,93,5,C,C
1003022,110,6,A,B
1007616,105,7,B,B
1003055,100,5,C,C
1002567,90,5,B,C
1007775,106,5,A,B
1003656,106,4,B,B
1002774,100,7,C,B
1003864,97,3,D,D
1006098,90,5,B,C
1004345,104,4,A,B
1000321,112,7,A,A
1009719,99,5,D,C
1002900,114,6,A,A
1000483,115,9,A,A*
1004099,107,6,A,B
1000333,108,6,C,B
1007432,113,7,A,A
1006828,107,6,C,B
1005085,109,6,A,B
1002523,119,5,D,B
1009482,95,4,D,D
1002442,99,4,B,C
1009366,95,5,C,C
1001832,107,7,A,B
1001753,111,6,B,B
1004988,114,7,B,A
1008446,113,9,A,A*
1005042,102,4,C,C
1005899,105,6,A,B
1004263,98,3,B,C
1003857,106,4,C,C
1008000,105,5,B,B
1006771,101,7,A,B
1006922,117,9,A,A*
1003251,106,5,A,B
1008868,91,5,D,C
1001587,96,3,B,C
1001848,95,3,B,C
1009126,113,8,B,A
1008374,107,6,B,B
1009708,103,5,A,B
1007585,99,4,B,C
1000415,104,6,A,B
1005628,97,5,C,C
1005185,110,7,B,B
1008546,99,4,D,C
1009987,95,5,B,C
1003906,118,8,B,A
1007655,110,7,A,A
1004510,104,6,C,B
1005351,112,9,A,A*
1002909,102,7,B,B
1008398,113,8,A,A
1008353,105,6,B,B
1000375,105,6,A,B
1009769,102,6,B,B
1003317,103,4,B,C
1002880,103,5,B,B
1004759,101,6,B,B
1003863,101,5,A,B
1009371,120,9,A,A*
1001168,111,9,A,A*
1001443,109,7,A,A
1002919,112,7,B,B
1007845,102,6,B,B
1000995,90,3,C,D
1000878,105,4,A,B
1008197,90,3,C,D
1009859,111,8,A,A
1004977,101,6,C,C
1001198,101,5,B,B
1005845,111,6,B,B
1003274,102,5,C,C
1007925,98,3,B,C
1006096,116,6,A,A
1009705,106,6,B,B
1009403,100,6,B,B
1002260,100,5,A,B
1000105,104,7,C,B
1000448,104,4,B,C
1001410,105,4,C,C
1008403,109,4,A,B
1006612,105,5,A,B
1008892,101,4,A,B
1007725,105,4,A,B
1006303,104,6,B,B
1009789,115,8,A,A
1006370,106,7,A,B
1009206,107,5,B,B
1004286,99,4,D,C
1005640,105,5,B,B
1007649,105,5,B,B
1008104,119,6,B,A
1009441,113,9,A,A*
1005574,109,5,A,B
1006154,114,9,A,A*
1001918,109,5,C,B
1005007,94,5,C,C
1002455,105,6,B,B
1003549,112,9,A,A*
1006102,103,6,B,B
1005530,108,4,A,B
1005216,105,6,C,B
1001586,95,5,D,C
1004665,93,4,B,C
1009737,110,9,A,A*
1008275,111,7,A,A
1000786,114,7,A,A
1007934,92,4,B,C
1004268,102,5,B,B
1006287,115,9,A,A*
1006060,100,7,C,B
1000795,105,7,C,B
1007627,90,6,B,C
1003712,90,4,B,C
1001889,103,7,C,B
1004544,108,7,A,A
1002374,103,4,B,C
1005435,107,6,A,B
1000612,119,9,A,A*
1008938,114,9,A,A*
1000843,104,4,C,C
1009412,97,3,C,C
1009006,98,5,B,C
1004062,99,5,B,C
1001399,118,6,B,B
1007866,101,7,B,B
1004186,107,5,A,B
1002750,95,4,C,C
1003217,115,8,A,A
1000082,103,7,C,B
1008408,117,9,A,A*
1008942,97,5,D,C
1006979,104,5,C,C
1002814,103,7,A,B
1000886,103,7,C,B
1004656,112,9,A,A*
1006708,109,5,B,B
1001269,103,7,B,B
1002454,106,6,A,B
1007098,108,7,A,A
1005469,102,6,A,B
1000282,107,4,B,B
1001760,103,4,A,B
1000437,112,9,A,A*
1006019,108,5,A,B
1001211,96,5,C,C
1001144,100,7,C,B
1000479,108,5,C,B
1009264,100,7,B,B
1006681,112,8,A,A
1009528,115,9,A,A*
1006816,109,5,A,B
1008461,103,5,C,C
1002787,112,6,A,B
1000509,105,4,A,B
1008993,115,6,B,B
1009405,120,8,B,A
1002819,109,7,A,A
1007495,102,5,B,B
1006222,111,7,B,B
1004225,120,6,A,A
1007709,106,5,A,B
1002946,109,7,A,A
1000387,107,7,C,B
1005050,100,5,B,C
1006991,115,9,A,A*
1007562,104,7,B,B
1001530,111,7,A,A
1005300,109,6,B,B
1003773,102,4,C,C
1005731,120,9,A,A*
1003754,102,6,A,B
1005854,101,5,C,C
1005755,98,4,D,C
1001953,94,3,C,D
1005457,109,6,A,B
1002449,108,5,A,B
1000586,99,3,C,C
1005425,97,5,C,C
1004812,99,3,B,C
1004908,106,7,A,B
1007784,115,9,A,A*
1004401,94,4,D,D
1001313,109,4,C,C
1003922,113,8,B,A
1007666,109,4,A,B
1008273,101,7,C,B
1005410,112,5,D,C
1006317,114,8,B,A
1003980,90,3,B,C
1006422,96,4,D,C
1005223,94,5,B,C
1005125,92,5,B,C
1002078,103,5,A,B
1001964,101,4,A,B
1005291,119,8,B,A
1006294,106,5,B,B
1000277,101,4,B,C
1002617,115,8,A,A
1005550,120,8,B,A
1004711,116,9,A,A*
1005161,105,6,C,B
1004517,120,9,A,A*
1007452,101,5,B,B
1002228,103,5,C,C
1007966,105,7,B,B
1001240,108,7,A,A
1001633,99,5,C,C
1004935,102,5,C,C
1004141,113,8,A,A
1001539,116,6,B,B
1003557,102,4,B,C
1001619,105,5,C,C
1008480,93,5,B,C
1000339,100,4,B,C
1006212,120,9,A,A*
1002135,104,5,C,C
1007705,111,7,B,B
1001462,95,5,C,C
1006735,120,7,A,A
1001465,100,4,C,C
1003377,95,4,D,D
1006503,106,6,A,B
1000573,101,6,C,C
1005780,114,8,B,A
1006644,95,4,B,C
1000622,94,4,C,C
1002595,109,7,C,B
1006510,105,9,A,A*
1009326,101,4,B,C
1008984,100,5,A,B
1002326,112,8,B,A
1009902,96,3,B,C
1000845,90,4,B,C
1001444,99,3,D,D
1006412,100,4,C,C
1006024,93,4,D,D
1005429,115,9,A,A*
1004026,107,6,C,B
1002381,104,4,C,C
1000490,95,4,D,D
1006316,109,5,B,B
1000997,104,7,A,B
1005055,120,8,A,A
1000345,108,4,A,B
1003451,102,7,C,B
1004826,107,4,C,C
1000411,113,7,B,B
1004956,113,7,A,A
1007044,106,5,B,B
1002140,93,4,D,D
1004431,98,5,D,C
1008489,100,6,B,B
1003960,103,4,C,C
1007062,109,7,C,B
1000457,106,4,A,B
1004122,102,5,A,B
1002875,90,4,D,D
1004328,120,9,A,A*
1008987,113,8,A,A
1004649,102,6,A,B
1008350,106,6,A,B
1004125,114,6,B,B
1007877,108,8,A,A
1003897,107,4,B,B
1008139,115,8,A,A
1000121,114,6,A,A
1005689,111,6,B,B
1007555,103,6,C,B
1000966,112,8,B,A
1007480,103,4,C,C
1009207,90,3,B,C
1004240,108,7,A,A
1001551,103,4,A,B
1005992,91,5,B,C
1001142,105,5,C,C
1004775,101,3,D,C
1000812,101,7,A,B
1006733,112,8,B,A
1002847,113,6,B,B
1003805,110,9,A,A*
1005032,117,6,B,B
1008828,117,9,A,A*
1009124,93,4,B,C
1007777,90,4,B,C
1004075,109,6,A,B
1000014,116,9,A,A*
1004331,108,3,C,C
1000347,99,5,B,C
1004960,97,3,C,C
1002155,107,5,B,B
1006950,108,6,C,B
1002024,93,4,C,C
1001415,109,4,B,B
1001034,115,8,A,A
1000694,111,8,B,A
1000766,99,4,D,C
1003017,100,6,C,C
1000544,102,6,A,B
1006572,102,4,C,C
1007870,101,7,A,B
1000080,106,4,C,C
1009742,95,5,C,C
1002070,114,8,B,A
1005338,111,6,A,B
1003671,95,3,B,C
1006038,101,5,A,B
1001682,104,7,A,B
1006070,109,7,C,B
1000760,107,4,C,C
1006691,97,4,D,C
1005444,99,3,D,D
1009741,116,6,C,B
1008719,94,3,C,D
1008070,107,6,B,B
1006467,119,6,B,A
1008202,97,5,D,C
1003664,94,5,D,C
1002129,105,5,C,C
1004294,102,7,B,B
1006667,113,6,A,A
1001006,100,6,A,B
1001687,119,8,B,A
1006468,111,8,A,A
1003462,112,8,A,A
1005419,102,4,C,C
1009696,96,3,B,C
1005170,120,5,C,B
1007322,100,7,B,B
1001272,97,5,C,C
1006841,103,4,B,C
1003695,118,9,A,A*
1000378,113,8,B,A
1004611,108,7,C,B
1006945,109,7,B,B
1005790,115,8,B,A
1006980,99,5,C,C
1004630,94,4,D,D
1006253,94,4,C,C
1009726,104,6,C,B
1005610,109,6,A,B
1005506,99,4,B,C
1000455,101,6,B,B
1007005,108,5,B,B
1006385,93,3,C,D
1007270,100,7,A,B
1001311,108,5,C,B
1003305,113,9,A,A*
1003636,107,5,A,B
1005935,111,9,A,A*
1009472,91,3,D,D
1006924,110,9,A,A*
1001908,100,5,C,C
1002241,115,9,A,A*
1001768,107,6,A,B
1006858,100,7,A,B
1000134,102,6,B,B
1007987,92,3,D,D
1001649,117,8,A,A
1009445,105,7,B,B
1000342,102,4,A,B
1006117,93,5,B,C
1003058,106,4,B,B
1006067,111,4,C,C
1006074,101,5,B,B
1004588,99,3,C,C
1009942,113,7,A,A
1000681,120,8,B,A
1007573,99,5,D,C
1000945,107,5,A,B
1002812,107,7,C,B
1002504,90,4,D,D
1008286,97,5,B,C
1000808,95,5,D,C
1002883,93,4,B,C
1009772,93,3,B,C
1006215,102,5,A,B
1009635,110,7,A,A
1004961,94,3,B,C
1008189,110,8,A,A
1004837,93,3,B,C
1004110,111,9,A,A*
1007643,107,6,C,B
1002339,94,3,B,C
1006086,106,7,A,B
1006604,107,4,C,C
1009049,109,5,C,B
1004710,103,5,B,B
1002414,108,5,B,B
1005597,111,9,A,A*
1007886,102,7,C,B
1003037,120,8,B,A
1009716,101,7,B,B
1007989,107,4,C,C
1009704,105,5,C,C
1004205,98,5,C,C
1005715,110,7,B,B
1003494,101,6,A,B
1001806,107,4,B,B
1003508,108,5,A,B
1005894,104,7,C,B
1007369,100,4,C,C
1005620,98,5,B,C
1001797,110,8,A,A
1007436,105,6,B,B
1001112,111,9,A,A*
1000750,100,5,A,B
1007547,109,8,A,A
1001866,90,5,D,D
1009661,114,7,B,A
1008218,112,7,C,B
1008334,109,4,C,C
1005818,116,8,A,A
1003659,96,3,D,D
1008379,94,3,C,D
1005292,111,6,A,B
1001607,105,5,C,C
1000263,109,4,A,B
1004702,111,6,A,B
1008954,100,5,B,C
1003532,98,3,C,C
1006487,106,6,A,B
1004654,114,7,B,A
1002399,106,6,C,B
1008896,98,3,C,C
1005590,119,7,A,A
1007141,103,6,B,B
1005631,97,5,B,C
1008740,101,5,C,C
1009188,103,7,C,B
1007496,99,5,D,C
1009964,101,5,C,C
1009605,104,4,B,C
1007683,108,7,C,B
1008185,108,5,C,B
1008521,112,9,A,A*
1004978,112,6,A,B
1006151,96,4,D,C
1004228,115,4,D,C
1005480,98,3,D,D
1007176,94,4,D,D
1006550,104,5,A,B
1006203,112,7,A,A
1007345,111,9,A,A*
1002939,92,4,C,C
1008251,105,6,A,B
1003458,94,5,D,C
1006713,112,8,B,A
1007052,102,4,A,B
1004497,102,6,C,B
1002561,105,5,A,B
1003435,90,4,C,C
1000922,104,4,B,C
1000319,104,6,B,B
1004391,98,5,B,C
1002889,117,7,A,A
1007730,109,7,C,B
1007583,107,4,C,C
1004166,116,7,A,A
1003964,100,4,B,C
1006897,102,4,B,C
1000053,106,6,B,B
1008496,97,5,B,C
1004188,101,7,B,B
1004470,119,7,A,A
1009927,103,7,C,B
1005615,109,4,A,B
1001876,111,9,A,A*
1005651,114,9,A,A*
1003710,105,4,C,C
1002961,100,7,A,B
1005488,114,7,A,A
1009335,107,5,A,B
1008158,106,7,C,B
1000273,102,5,A,B
1005229,104,4,C,C
1002252,99,5,C,C
1001614,95,3,B,C
1001375,111,6,A,B
1003781,120,6,B,A
1005872,103,6,A,B
1003437,92,4,C,C
1004059,90,4,D,D
1004882,102,4,A,B
1002683,100,4,C,C
1007747,96,3,D,D
1001161,99,3,C,C
1002220,109,6,C,B
1005666,109,9,A,A*
1008435,103,3,B,C
1001950,103,7,B,B
1009838,104,4,C,C
1006549,97,3,B,C
1006815,116,8,B,A
1001477,111,8,A,A
1004450,104,7,A,B
1007358,101,6,B,B
1005537,94,4,D,D
1008543,111,6,A,B
1009253,109,4,C,C
1006517,101,5,D,C
1006173,95,3,D,D
1001505,92,5,D,C
1002206,115,6,A,A
1003064,117,9,A,A*
1000826,113,6,A,A
1007232,119,8,B,A
1004991,117,6,A,A
1005906,93,4,B,C
1008385,105,7,C,B
1004302,108,6,A,B
1005655,108,2,C,C
1004670,100,6,C,C
1007958,108,4,C,C
1000029,115,9,A,A*
1000994,116,9,A,A*
1004457,100,7,C,B
1009861,96,5,C,C
1002942,104,5,B,B
1001079,92,4,D,D
1006256,108,4,C,C
1007767,105,6,A,B
1001778,105,5,C,C
1006663,112,9,A,A*
1000618,100,6,C,C
1006803,94,5,C,C
1003774,109,6,B,B
1007168,110,8,B,A
1008386,114,6,B,B
1006039,102,4,B,C
1009963,120,6,B,A
1002062,113,8,A,A
1007008,112,6,B,B
1002346,106,5,B,B
1007756,108,4,A,B
1004394,112,7,A,A
1001041,90,3,D,D
1006362,106,4,B,B
1005160,110,9,A,A*
1004599,111,5,B,B
1000734,116,7,A,A
1005827,102,4,A,B
1002551,111,7,A,A
1005907,101,6,B,B
1004031,112,8,A,A
1007224,112,9,A,A*
1006506,110,7,A,A
1003522,104,7,C,B
1005635,92,5,C,C
1002848,93,4,B,C
1003546,120,6,A,A
1000116,99,4,C,C
1001631,104,5,B,B
1004339,103,4,B,C
1009713,110,6,A,B
1004834,110,6,A,B
1001279,111,6,A,B
1003895,115,9,A,A*
1008270,110,9,A,A*
1003469,113,7,B,B
1005531,97,5,D,C
1006791,105,6,C,B
1005688,90,4,D,D
1001250,110,9,A,A*
1002636,95,3,B,C
1009668,103,7,C,B
1000039,106,7,A,B
1009492,108,6,B,B
1003640,120,7,A,A
1007558,105,6,A,B
1005027,111,8,A,A
1001684,108,4,B,B
1006250,120,8,A,A
1001729,104,6,A,B
1006247,103,4,C,C
1009311,110,9,A,A*
1000692,102,4,B,C
1009453,105,7,B,B
1005788,104,5,C,C
1002887,104,4,C,C
1005585,101,6,C,C
1005595,93,4,B,C
1003518,107,6,A,B
1007778,93,5,C,C
1004950,103,7,B,B
1007595,108,6,B,B
1001248,100,5,A,B
1001316,110,7,B,B
1002624,91,3,D,D
1000846,93,5,B,C
1004471,103,5,B,B
1003701,97,5,B,C
1002130,94,3,B,C
1006352,109,4,C,C
1007386,104,7,C,B
1002144,101,7,A,B
1001534,113,7,B,B
1000693,99,5,C,C
1009623,92,5,D,C
1009362,107,7,B,B
1008282,94,4,C,C
1000240,111,9,A,A*
1001182,92,4,D,D
1009093,115,7,B,A
1004524,107,7,A,B
1006149,114,8,B,A
1006123,94,4,D,D
1006145,100,5,A,B
1003853,101,7,C,B
1003742,100,5,B,C
1006320,93,3,C,D
1001981,103,6,B,B
1000946,107,4,A,B
1001890,109,5,C,B
1009068,97,1,E,E
1001814,100,4,B,C
1007325,114,9,A,A*
1003200,96,4,C,C
1006005,93,5,B,C
1004887,99,5,B,C
1001354,94,5,B,C
1007832,102,5,C,C
1008051,111,6,B,B
1009178,104,6,C,B
1004289,103,5,B,B
1006318,100,4,B,C
1009568,107,4,C,C
1005842,99,5,B,C
1003198,100,5,B,C
1008277,96,3,B,C
1000944,102,7,B,B
1007351,109,6,A,B
1005008,115,6,B,B
1006561,96,7,A,B
1005724,115,8,A,A
1001339,110,7,A,A
1000112,120,9,A,A*
1003031,90,3,C,D
1008517,115,7,A,A
1002749,101,4,A,B
1001669,90,4,B,C
1002802,108,7,A,A
1008082,95,4,B,C
1001779,111,8,B,A
1005547,110,8,B,A
1009028,105,4,A,B
1006802,106,5,B,B
1001732,99,3,C,C
1006766,97,3,C,C
1005802,100,7,C,B
1004921,112,6,B,B
1004426,104,6,A,B
1000181,105,5,B,B
1006375,106,4,C,C
1002709,99,3,D,D
1007701,96,5,B,C
1000017,109,6,B,B
1003179,109,4,B,B
1004424,103,7,A,B
1003974,98,5,C,C
1000765,109,6,A,B
1008039,104,6,B,B
1007852,109,6,A,B
1001555,100,7,C,B
1005687,101,7,B,B
1001325,102,6,C,B
1005917,105,7,C,B
1001954,102,4,B,C
1002458,94,4,C,C
1009941,96,3,E,D
1003094,94,5,D,C
1005572,105,5,C,C
1009821,106,6,C,B
1007498,117,6,A,A
1006866,106,6,C,B
1007557,98,4,D,C
1004415,101,6,C,C
1009417,113,8,A,A
1009314,120,8,A,A
1000278,105,4,C,C
1000217,119,8,A,A
1007787,120,8,B,A
1002736,107,4,A,B
1004316,106,5,C,C
1002971,107,6,A,B
1009228,106,5,A,B
1002032,107,7,C,B
1009628,120,9,A,A*
1005668,113,8,B,A
1009507,120,6,B,A
1009162,100,5,C,C
1008059,105,4,C,C
1000784,108,7,C,B
1004325,98,4,D,C
1006326,103,4,A,B
1004076,111,6,B,B
1001454,120,6,A,A
1005764,101,5,B,B
1002866,113,8,B,A
1009352,102,4,B,C
1003738,108,5,C,B
1006552,99,3,D,D
1009960,111,8,A,A
1000076,108,6,B,B
1004138,102,7,A,B
1009589,107,4,A,B
1005080,103,5,A,B
1008928,92,3,D,D
1002706,100,5,C,C
1007384,112,9,A,A*
1004532,117,7,B,A
1001709,108,5,A,B
1005727,92,3,B,C
1007879,91,3,D,D
1008228,102,6,C,B
1007923,111,7,A,A
1001291,111,6,B,B
1002657,108,4,C,C
1008112,99,3,B,C
1005407,90,5,B,C
1009287,113,6,B,B
1007254,112,7,B,B
1001629,100,7,B,B
1009494,119,7,A,A
1001038,90,5,B,C
1003309,98,5,C,C
1003816,113,9,A,A*
1009236,100,6,A,B
1007043,97,5,D,C
1006281,103,6,B,B
1005793,118,9,A,A*
1006429,103,7,A,B
1006628,111,9,A,A*
1000528,117,8,A,A
1007350,106,7,A,B
1002594,94,4,D,D
1004251,92,3,B,C
1000889,100,7,A,B
1003288,103,5,A,B
1003101,114,9,A,A*
1001705,114,6,B,B
1002713,98,4,D,C
1007356,104,5,C,C
1000045,97,3,C,C
1003149,115,7,A,A
1005408,102,7,B,B
1002239,109,6,C,B
1001214,113,7,A,A
1000785,112,8,A,A
1005765,108,6,A,B
1000168,106,6,C,B
1007997,111,7,A,A
1001736,109,6,C,B
1001466,108,7,A,A
1008138,120,6,B,A
1006218,108,5,C,B
1001750,93,3,D,D
1008527,101,5,C,C
1007607,90,3,B,C
1005648,115,9,A,A*
1001546,103,4,B,C
1005542,120,6,A,A
1005781,108,5,C,B
1004581,100,4,C,C
1001926,108,6,C,B
1006162,113,7,B,B
1000972,103,6,B,B
1001936,96,3,B,C
1001010,110,7,A,A
1000183,120,8,A,A
1003152,99,4,D,C
1002754,96,5,C,C
1002745,96,3,C,C
1006291,114,9,A,A*
1009026,104,4,A,B
1005791,98,4,C,C
1004299,108,7,C,B
1009370,108,6,A,B
1004104,104,7,A,B
1006432,103,6,C,B
1002917,93,4,D,D
1001282,104,4,A,B
1008866,90,5,B,C
1009005,111,9,A,A*
1009522,107,4,B,B
1004709,95,4,B,C
1007004,118,8,A,A
1001380,116,6,B,B
1009139,106,4,A,B
1008106,108,6,C,B
1000489,102,7,C,B
1004579,99,4,A,C
1001109,98,5,D,C
1003346,103,6,B,B
1002775,109,7,A,A
1001516,111,8,A,A
1007676,98,3,C,C
1003054,103,6,C,B
1001068,101,5,B,B
1003116,110,6,B,B
1009786,110,9,A,A*
1003777,105,8,A,A
1007132,96,4,D,C
1005913,102,7,C,B
1007807,106,5,C,C
1007624,112,5,B,B
1002731,111,9,A,A*
1002985,115,7,A,A
1008274,97,3,B,C
1002471,107,4,B,B
1009506,112,9,A,A*
1007750,119,7,B,A
1007261,115,7,B,A
1002083,97,5,B,C
1009222,116,8,A,A
1009572,117,8,A,A
1007027,103,7,C,B
1000958,109,5,A,B
1005900,111,6,B,B
1000381,109,4,C,C
1002910,111,8,B,A
1009685,102,2,D,D
1004454,110,9,A,A*
1002485,113,9,A,A*
1006428,108,5,B,B
1001178,106,4,A,B
1001065,104,4,A,B
1008571,110,6,B,B
1003691,101,6,C,C
1006112,103,5,A,B
1009795,96,4,C,C
1002599,104,6,B,B
1001820,113,7,A,A
1009573,90,5,C,C
1008042,93,5,D,C
1004620,114,9,A,A*
1004098,117,7,A,A
1009649,100,7,A,B
1003402,105,4,A,B
1009463,106,4,C,C
1005534,106,6,A,B
1007586,108,4,C,C
1003947,99,3,D,D
1006639,104,6,B,B
1007394,98,3,D,D
1006892,95,5,C,C
1006171,111,7,A,A
1001723,102,7,B,B
1001015,119,7,B,A
1000521,108,5,A,B
1004129,109,5,A,B
1006706,108,6,A,B
1009858,94,4,D,D
1006582,93,3,C,D
1003011,91,4,C,C
1003894,97,5,C,C
1007579,101,6,C,C
1000664,108,4,A,B
1008375,108,5,A,B
1001955,92,4,D,D
1004363,105,4,B,C
1002020,98,5,B,C
1006532,103,4,B,C
1000471,109,5,E,C
1008467,93,5,B,C
1008058,100,5,A,B
1008248,99,4,C,C
1004585,104,6,B,B
1000543,102,5,A,B
1003134,107,7,A,B
1005822,102,6,A,B
1002576,115,9,A,A*
1008441,95,5,D,C
1005378,112,8,A,A
1009686,116,6,B,B
1002276,120,7,A,A
1005129,108,5,C,B
1004905,91,4,C,C
1008700,113,9,A,A*
1006110,103,4,A,B
1000620,120,8,B,A
1002825,114,9,A,A*
1002174,101,5,B,B
1001991,105,7,A,B
1003929,106,4,C,C
1006553,102,6,B,B
1006255,97,5,B,C
1008321,99,5,C,C
1001395,107,8,A,A
1001389,103,7,C,B
1003019,99,6,B,B
1001635,93,4,A,C
1005113,99,4,B,C
1007298,117,9,A,A*
1005623,105,4,B,C
1005146,105,5,A,B
1000272,103,2,C,C
1003141,118,7,A,A
1003457,109,6,B,B
1000747,103,7,B,B
1008433,110,6,A,B
1004283,90,4,B,C
1000169,113,9,A,A*
1009322,115,7,B,A
1006505,101,7,C,B
1005252,100,4,A,B
1006056,105,4,A,B
1007077,108,5,B,B
1003151,112,9,A,A*
1003071,90,3,D,D
1001966,109,5,C,B
1005354,105,5,B,B
1008153,118,6,B,B
1004647,97,4,D,C
1009923,116,7,A,A
1002063,97,3,C,C
1009969,107,4,B,B
1000089,106,5,C,C
1007569,100,4,C,C
1008135,97,5,B,C
1003426,106,6,A,B
1002385,107,5,A,B
1007713,101,6,B,B
1009242,108,5,A,B
1000891,114,6,A,A
1008581,110,9,A,A*
1004168,98,5,B,C
1007413,103,7,B,B
1009664,102,6,A,B
1009272,97,4,D,C
1002110,110,9,A,A*
1003018,99,5,D,C
1002582,95,5,D,C
1005060,108,5,A,B
1006243,93,5,C,C
1009082,111,8,B,A
1002664,110,9,A,A*
1002619,100,7,C,B
1002556,104,7,A,B
1002622,106,5,C,C
1004850,92,4,B,C
1007463,102,6,A,B
1002965,92,3,C,D
1002236,119,9,A,A*
1005843,102,6,B,B
1008508,101,6,B,B
1000407,106,6,C,B
1000567,114,9,A,A*
1005742,118,7,B,A
1000094,109,4,A,B
1008659,109,6,C,B
1003923,113,8,A,A
1008163,107,4,A,B
1005544,119,7,B,A
1009834,98,5,B,C
1006677,110,9,A,A*
1003028,120,6,A,A
1007592,110,9,A,A*
1002450,97,4,B,C
1002218,107,7,A,B
1004445,110,9,A,A*
1005315,90,3,C,D
1000232,95,3,C,C
1003619,99,5,B,C
1008207,120,8,B,A
1005381,118,6,B,B
1004267,105,4,B,C
1003456,90,3,C,D
1000632,103,4,B,C
1000645,110,8,B,A
1004799,97,3,B,C
1002124,101,6,A,B
1002758,102,4,A,B
1006627,96,5,C,C
1004475,106,7,B,B
1004058,95,5,A,B
1004744,105,7,C,B
1000942,102,7,B,B
1004535,102,4,C,C
1001212,97,3,B,C
1007167,103,6,C,B
1003023,112,9,A,A*
1006369,105,6,C,B
1005182,96,4,C,C
1003464,114,6,B,B
1003670,105,4,A,B
1007648,97,5,C,C
1001714,103,5,A,B
1007543,108,7,A,A
1003328,100,7,A,B
1002182,99,3,C,C
1003062,92,3,D,D
1006679,103,5,A,B
1005737,113,6,B,B
1005286,101,6,A,B
1001571,97,3,C,C
1009377,114,7,B,A
1009234,106,6,A,B
1001284,97,3,C,C
1000581,101,5,C,C
1007484,106,4,B,B
1001564,112,8,B,A
1002707,100,7,A,B
1003547,106,5,B,B
1005044,91,4,D,D
1004489,119,9,A,A*
1009688,94,5,B,C
1009831,104,4,A,B
1004900,113,9,A,A*
1001974,104,7,A,B
1004298,105,6,C,B
1005399,109,6,B,B
1001610,108,5,B,B
1000222,101,4,A,B
1002200,102,4,A,B
1003403,107,7,B,B
1004668,113,8,A,A
1005669,110,6,B,B
1005673,106,7,C,B
1004974,101,9,A,A*
1002578,101,5,B,B
1005083,103,5,B,B
1006839,109,7,B,B
1009548,105,4,C,C
1007408,105,4,B,C
1006594,102,7,C,B
1007096,90,3,C,D
1002854,93,3,C,D
1004193,106,5,A,B
1008504,102,4,C,C
1005658,98,4,C,C
1006651,106,7,B,B
1002688,102,7,A,B
1004189,92,3,C,D
1006571,97,5,B,C
1009104,98,4,C,C
1006095,100,4,A,B
1009254,108,6,A,B
1003219,116,8,B,A
1003778,107,4,A,B
1002190,120,6,B,A
1004696,106,6,A,B
1007309,113,9,A,A*
1002242,114,7,B,A
1009145,95,4,D,D
1004393,114,8,A,A
1009383,98,5,D,C
1003828,94,4,D,D
1003943,102,6,C,B
1007621,91,5,D,C
1006958,101,4,C,C
1008595,107,3,B,C
1007851,99,5,D,C
1009107,101,4,B,C
1006702,103,5,C,C
1009575,101,7,A,B
1004403,91,4,D,D
1009862,119,7,A,A
1002069,101,7,A,B
1002327,113,8,A,A
1007514,120,6,A,A
1008397,113,7,B,B
1001596,109,5,B,B
1007045,113,6,B,B
1002778,94,3,D,D
1005898,120,6,A,A
1002175,117,8,A,A
1004842,108,4,C,C
1006800,97,3,B,C
1008766,96,4,D,C
1001967,105,4,B,C
1000641,107,6,B,B
1005357,102,7,B,B
1008707,94,4,B,C
1002359,100,6,C,C
1009531,117,8,A,A
1007891,119,8,B,A
1003249,98,3,D,D
1008231,102,6,C,B
1002111,108,7,C,B
1000501,102,5,A,B
1003355,105,4,B,C
1008075,101,7,C,B
1009319,110,8,A,A
1008029,116,9,A,A*
1009525,99,3,D,D
1000523,102,4,C,C
1002057,120,6,B,A
1006029,110,8,B,A
1009788,107,7,A,B
1007550,118,9,A,A*
1001573,98,4,C,C
1001007,119,9,A,A*
1007429,100,5,B,C
1007470,99,4,D,C
1007423,103,7,A,B
1002212,113,7,A,A
1000226,104,5,B,B
1004512,93,5,D,C
1006033,104,4,B,C
1004275,111,8,A,A
1003639,109,6,A,B
1003428,116,7,A,A
1000885,112,9,A,A*
1007980,97,3,D,D
1004803,112,7,B,B
1000598,109,6,B,B
1000221,90,4,D,D
1002572,103,7,B,B
1001773,100,6,C,C
1008493,112,7,B,B
1001093,102,6,B,B
1001075,114,9,A,A*
1000151,105,7,A,B
1005045,114,7,A,A
1009693,108,5,C,B
1006139,113,7,B,B
1008626,100,5,B,C
1003366,104,4,A,B
1002406,104,7,C,B
1004529,107,6,C,B
1005966,97,5,B,C
1005603,93,3,D,D
1002448,97,4,D,C
1002318,102,7,A,B
1007207,120,6,B,A
1007763,103,5,B,B
1002638,90,5,C,C
1003043,106,4,A,B
1005743,115,9,A,A*
1008261,115,8,A,A
1006466,112,6,B,B
1003666,103,5,B,B
1008643,120,7,A,A
1002133,94,5,C,C
1005047,107,7,A,B
1002916,108,4,C,C
