Ref_ID,SATS,GCSE,GCE_AS,GCE_A_level
11759415,109,2,B,B
13620018,101,1,C,C
42322484,103,4,B,B
88924338,107,1,D,C
36395396,105,1,B,D
62631401,82,1,U,E
19144437,102,1,D,B
99938635,95,3,C,C
42744229,106,5,D,C
59225380,120,2,A,A
32418026,108,5,B,B
48523749,101,3,C,C
44358032,113,3,A,C
27950138,109,4,B,B
83862525,108,1,B,B
27299879,110,6,C,C
19594469,120,7,A,C
73616445,93,4,D,D
80152763,109,4,C,C
68877388,95,3,D,C
61368152,110,1,A,B
18067900,95,3,D,U
64561727,100,4,C,C
25032693,101,4,B,C
66053397,114,3,C,A
52438788,113,6,B,B
79649042,92,4,E,U
79102138,105,3,C,B
33524021,97,4,U,D
55280926,91,4,C,E
42271763,102,3,B,D
48253448,101,1,B,D
50664278,120,2,E,A
71729609,108,1,B,C
76647057,90,1,C,E
34710233,98,1,U,U
90516173,114,6,B,C
51346624,120,2,A,C
96857826,88,1,U,E
76011437,85,3,D,U
61424148,120,6,A*,C
11789135,108,2,C,C
63664879,95,1,E,C
87872370,109,4,D,C
78229815,80,1,U,D
67042594,104,5,B,D
19095689,107,2,D,D
74646850,113,2,B,C
50497048,94,4,D,D
68289023,105,4,B,C
18376040,95,3,C,D
75321430,107,1,B,B
78521603,95,3,C,U
38837522,100,5,D,D
23697525,94,4,D,D
40739436,111,3,B,C
56496647,113,3,B,C
33687235,102,3,B,B
17554939,104,4,D,D
26062251,90,1,U,D
45245742,101,2,D,D
61909237,103,2,D,B
92662210,120,5,B,B
51349223,93,7,D,C
69326222,119,1,A,B
98182902,114,4,A,C
89535908,107,2,D,C
25179960,120,4,A,A
94922960,108,4,B,C
59400777,108,2,B,B
95530079,103,5,D,D
46655512,116,8,A*,A
67079553,115,6,B,A
38556942,98,1,C,C
96058984,91,4,C,C
35266598,102,2,C,C
42426469,96,3,E,D
10254008,103,3,B,C
60489184,116,5,A,C
84208268,99,4,U,E
56713450,104,2,D,B
14684492,105,5,D,D
65699608,112,5,A,B
91691018,82,3,D,D
13929197,98,4,E,C
47451671,106,4,B,B
69296574,116,8,A,C
75735226,99,2,E,E
20087710,85,2,U,U
80288825,110,5,B,A
29445230,98,4,D,E
86882096,92,4,E,D
22637405,98,1,U,U
80068920,102,5,D,D
90828979,98,3,E,E
85898353,82,6,A,U
77404794,113,1,C,B
40209974,117,4,A,B
55429352,111,3,A,A
36194693,93,4,C,D
89514552,102,5,D,D
11486173,104,3,D,C
23847310,110,3,B,A
60476293,111,3,C,C
86633987,97,2,D,U
88402249,105,1,D,D
85955676,109,2,B,D
97202638,119,2,B,C
88681138,111,4,A,B
64418393,112,5,B,B
38777324,105,3,C,C
50143802,118,6,B,A
70696285,108,3,D,D
25396211,95,2,D,D
54289985,118,3,U,B
70057233,111,2,A,B
72099418,100,5,D,C
38460965,99,3,D,D
22822063,107,3,C,B
37320367,109,4,D,B
27236976,106,3,D,C
86151683,107,4,C,D
55026482,120,4,B,A
50617831,115,5,A,B
99740997,106,2,B,C
12417495,113,2,C,C
62802550,94,4,D,C
48790748,108,3,D,C
79758640,120,7,B,A
92294775,102,2,B,C
89496602,96,3,D,U
44088707,97,1,D,U
74293828,93,3,C,C
86038507,96,2,U,D
46686133,100,2,C,B
39117067,90,4,E,C
92371073,104,2,D,C
15972076,113,1,A,B
72741566,95,3,D,U
28297430,119,2,D,B
70818859,109,3,D,B
95282457,114,1,C,A
92951887,97,4,D,C
88926810,113,2,A,A
73914946,93,4,C,D
31251323,113,2,U,D
51462219,106,1,C,C
42488435,110,6,B,A
23488173,92,4,E,E
64870324,95,3,D,U
19423689,110,2,C,B
92832824,95,4,U,U
39979029,109,4,B,C
91215996,90,7,E,E
75673648,112,6,C,A
74005081,92,1,C,D
10421490,110,2,A,A
68827213,110,3,A,A
81810246,97,2,C,D
50555575,110,6,A,A
44765734,107,4,C,C
40894661,99,4,C,D
53841940,94,4,C,E
66660975,84,3,E,U
56260764,107,3,D,D
71139084,88,2,E,E
11622090,105,5,C,C
13598809,101,5,C,D
81012061,111,4,B,E
47052667,101,3,B,D
61284786,101,1,D,C
81626695,111,3,C,C
38162740,107,1,C,D
59588176,107,2,B,D
82285921,109,4,D,B
76366459,89,1,U,E
68909644,112,7,B,C
65792416,110,7,A,C
47664492,94,1,E,U
23812605,102,1,B,B
74281448,104,4,E,U
95306341,103,1,C,C
37398575,107,4,B,C
17599814,118,2,A*,C
24786095,115,8,B,B
93345505,91,1,C,E
68362825,110,7,C,B
70756597,117,2,A,A
38106246,108,5,C,A*
82768999,115,6,A,A
39445681,120,9,A,C
33277819,114,5,C,B
31916166,106,5,B,C
41487326,114,2,C,B
94863639,105,4,B,B
11157519,104,5,C,C
30722949,100,2,D,C
11527772,120,4,A,B
95220688,96,1,U,U
86958323,119,9,B,A
82973719,109,3,D,B
31871820,90,3,C,C
33428241,108,1,C,B
39176813,83,1,U,E
43177282,110,5,B,A
58596312,113,3,B,C
99007081,98,7,U,B
74944264,105,5,B,B
75909921,120,9,B,B
36939958,99,5,B,A*
97000117,93,3,C,C
39197147,119,6,A*,C
80757171,120,7,B,A
78554635,104,5,C,D
36117967,114,4,B,C
99094303,117,4,A*,B
35803810,97,3,D,C
24734713,99,1,B,A*
76422505,116,5,B,A
28987544,120,6,A*,B
81495950,110,1,B,C
21633977,95,2,U,C
33948419,120,9,B,C
79785995,99,1,E,D
66139661,101,6,U,E
91973253,107,3,C,B
26051242,120,6,B,A
91313303,113,6,C,C
95505361,108,4,C,C
75410263,109,3,C,D
85781263,104,6,D,E
78745001,110,2,A,C
10225360,80,3,D,U
88738066,101,4,D,C
10922943,106,4,C,B
81208319,92,3,E,D
72856765,108,5,C,B
63696909,102,3,B,C
32233089,120,7,A,A
52126502,120,1,B,A
99025184,99,1,C,U
13170531,102,1,D,B
18377105,103,4,C,C
55260357,99,3,D,D
82318856,106,1,D,C
63290255,96,1,U,D
75654758,93,4,D,U
59245095,110,1,A,C
38130368,110,4,A,B
99396706,96,6,B,E
96901498,113,5,A,A
67546631,98,4,E,D
64166090,107,5,D,B
36048270,112,7,C,A
71046004,104,2,D,B
17843100,109,3,B,C
90961000,99,2,E,E
33796209,102,5,B,B
49313295,102,1,C,B
95804943,97,2,C,U
77921528,102,6,D,E
28397040,89,2,D,U
38183957,99,2,U,E
14559083,101,3,B,D
95516074,101,2,B,D
36428291,102,3,B,C
18596422,103,3,D,B
12393766,109,1,D,C
44472386,113,5,A,B
23837722,98,2,D,U
19744115,92,1,U,D
39800227,94,1,U,E
51866630,99,3,D,U
48304334,100,4,D,B
92638955,96,3,C,D
15820950,91,3,U,U
85869319,99,4,C,U
36109698,106,2,B,C
56067049,110,5,A,C
57587134,98,3,D,C
23197473,100,5,C,D
99362700,95,4,D,E
50079166,104,2,B,D
91495057,96,4,U,C
41499549,110,6,B,C
67676099,86,3,E,D
25405173,100,8,C,E
96088989,107,4,D,B
64213568,106,4,C,C
45887799,120,7,A*,A
19255475,107,1,C,C
28611000,94,2,U,E
25307275,103,3,C,D
81703629,86,3,D,E
64512545,103,1,B,C
80958563,96,2,C,D
52276361,113,6,A,C
57204207,99,2,U,E
56124605,103,4,C,B
48715003,98,2,D,E
82179353,120,6,A,C
58974273,101,3,D,D
90192954,120,3,A*,C
92815636,112,6,C,B
33273234,109,2,C,C
48069650,108,5,C,B
45857220,108,2,B,C
24696426,85,2,E,D
81298855,101,5,B,C
94271089,112,4,A,B
92883954,104,1,C,C
36129091,90,2,E,E
41528869,103,4,D,D
87023637,120,4,A*,B
78532582,116,6,A,C
66262974,103,5,B,B
95714930,114,7,D,A*
85277441,100,5,C,C
28656259,87,2,E,D
73749552,95,2,D,C
87946045,120,4,A*,A
56789944,101,1,D,B
75314811,102,2,D,C
98381940,101,3,D,B
22732405,120,7,A*,A
43910508,120,2,A*,B
99772861,120,1,A,C
65423766,102,4,B,B
12543303,107,1,B,D
97319847,89,1,D,U
34515124,119,7,B,A
99260575,92,3,C,D
65962810,106,3,B,D
23089787,93,4,C,C
33825151,98,1,E,U
98731807,96,2,E,C
35488701,98,3,U,D
10189636,99,1,U,E
85341261,99,1,D,D
78423688,112,7,B,C
42216406,93,2,C,U
34131938,106,3,C,D
26897389,116,8,A*,B
38599084,99,4,U,D
25889919,97,1,D,U
53257119,102,1,D,B
68100644,116,8,A*,B
24205745,106,8,A,D
71542677,99,1,C,D
63393000,109,5,D,D
19672923,93,1,D,E
26571636,111,8,A,U
17551971,108,5,B,B
58625297,101,5,C,D
92215257,96,3,E,E
88002320,95,3,U,D
24232864,109,4,B,D
18313405,116,2,A,C
65857364,98,5,E,B
11370471,109,1,C,D
93337560,83,2,D,E
85953784,98,1,D,D
68573326,104,4,D,B
38771007,95,4,E,E
20387299,95,1,E,D
38920127,97,3,U,D
31555505,107,2,C,D
20140766,102,3,B,D
18382720,82,1,C,B
16914223,83,3,D,U
73805280,98,4,U,U
30414969,109,2,D,C
92238762,80,7,C,A*
53049074,99,2,E,C
16594402,99,4,E,E
73902059,118,9,B,C
93526060,100,4,B,B
44985192,108,3,C,C
99422456,105,1,C,B
56634431,83,7,E,U
20006475,112,5,A,B
75431400,106,2,B,C
56681234,109,1,B,C
85541113,120,4,A,A
16699534,83,1,U,E
75892178,120,3,B,U
36078310,101,4,D,B
60078678,107,3,D,B
23748081,104,5,D,D
41382822,100,1,D,D
34094680,98,3,B,D
65564809,107,5,C,B
59829273,89,1,U,U
39674166,112,1,C,C
13487735,100,5,D,C
65000410,93,3,C,E
50873613,99,3,U,E
34819342,117,8,A,A
23838803,99,4,C,C
55816267,108,5,B,B
32657742,97,4,E,U
37098017,112,7,B,B
75302210,111,5,C,B
27902357,120,7,A,A
66143583,102,1,B,D
82172429,111,2,C,A
63029963,105,2,B,C
94087172,117,4,A,C
44981031,97,4,C,U
64821800,111,1,C,A
39136940,102,5,C,C
11669974,103,3,C,B
13688138,105,5,B,D
92305728,107,5,D,D
52621042,103,4,D,C
51271411,106,3,B,B
69795463,120,1,A*,A
24165445,114,2,C,C
81019112,113,2,C,B
76979873,99,1,E,C
49625810,95,2,C,U
69465264,114,3,C,A
66272616,113,3,A,A
42155518,119,3,A,B
95948021,98,4,U,E
23733526,102,2,C,B
20032426,88,3,D,U
73203410,100,4,B,C
86274418,114,4,A,B
79419960,99,2,E,D
44689480,110,5,B,B
19974688,102,1,C,B
96387000,107,3,C,C
23690848,93,1,U,U
26387994,105,5,D,B
22372231,80,1,U,E
45016842,102,5,B,D
92932694,88,1,E,E
99927230,116,8,B,A
66058662,112,4,B,A
51912082,109,4,C,D
77472273,119,4,A,A
68065069,95,4,U,E
84815668,120,5,A*,B
63217775,113,7,B,B
33759630,102,2,B,C
82713304,115,4,A*,B
76849207,93,2,D,C
61831173,96,1,A,A*
87931788,98,3,D,C
25459139,99,3,C,D
97320691,93,3,U,D
88433987,116,7,A,C
78492154,101,4,C,D
14900630,108,5,C,D
97782690,98,3,C,C
31799717,86,2,D,E
67434371,107,1,D,D
97218328,85,3,E,D
53490659,103,4,D,C
75207911,90,2,C,E
49174373,120,5,A*,A
99969867,113,4,C,A
21399741,105,3,D,B
69941100,117,6,A*,B
34463379,96,1,E,U
85688964,109,5,C,B
12771888,106,5,B,B
32149496,107,2,B,C
96120910,117,9,B,C
77217604,111,4,A,C
32126889,107,3,D,D
70776279,87,2,E,U
62270462,94,5,E,E
25147962,103,3,C,B
40742023,105,1,C,B
60875035,93,4,E,D
79902232,120,4,A*,B
29014913,119,1,B,A
62388107,110,1,E,U
23939629,105,1,B,B
96751791,102,1,B,D
13548455,94,4,D,U
67194253,105,1,C,D
61688201,107,5,D,C
40825084,92,8,A,C
89173972,107,1,B,C
24933943,102,3,C,B
46850783,85,2,D,D
25678119,95,2,U,D
82625764,100,2,C,B
25709369,120,8,B,A
37081208,110,5,A,C
45638623,91,4,U,C
45065222,109,1,C,C
86181150,89,1,U,D
94542729,115,6,A*,C
82587092,99,3,E,E
82268513,103,1,C,B
42923796,117,8,B,C
59037996,91,1,C,C
62474155,90,2,C,U
99561504,98,3,D,U
23141216,114,2,C,B
28462946,89,7,B,D
59328623,80,2,D,U
30442912,99,1,C,C
57759944,110,7,C,C
61018541,116,2,B,A
11821734,99,4,U,C
74306582,100,2,D,B
76874657,116,9,A*,B
81338224,85,3,E,D
33789334,100,5,D,B
41750434,106,1,C,B
70130293,108,3,C,D
64406549,99,7,A,U
91228942,104,5,C,D
21533344,80,2,U,D
81617543,97,3,C,U
55781191,109,5,B,B
25652144,94,1,D,D
34566950,105,3,C,D
22989190,108,5,D,C
89701180,101,4,B,C
14601088,106,2,C,D
22448231,94,4,U,C
95250706,102,3,C,D
85187890,110,7,B,A
96217021,106,4,C,C
59203014,98,2,U,U
40489399,106,5,B,D
95113051,111,5,A,A*
96095816,84,3,U,U
19551223,116,3,B,C
65110043,101,2,B,B
30416514,108,1,B,B
94430051,116,8,B,A
24155115,90,4,E,D
73909901,97,1,D,C
78321735,101,4,C,C
44262860,96,3,E,C
48670757,120,5,A*,B
53256709,95,1,E,D
97880644,98,3,E,D
77713319,106,4,B,C
83246948,92,2,U,U
65761376,100,1,D,B
39737332,107,5,B,C
78101713,101,2,B,B
49845285,103,4,C,C
93891285,99,1,E,U
99683122,89,3,U,D
16378426,107,4,B,B
18284193,120,7,A*,B
16308737,104,1,B,B
61479514,106,1,D,B
35879969,111,7,A,A
98057589,91,1,D,U
34878493,120,5,B,C
58643019,106,4,D,C
30028294,120,6,A,C
91343977,97,2,C,U
38253148,120,4,A*,A
83390610,112,3,B,C
42306730,110,1,E,E
77146178,106,3,B,D
42424059,102,4,D,D
92956497,116,8,A*,A
34393631,105,5,B,B
43708107,84,1,E,E
80702202,93,1,E,U
57491630,102,1,D,D
41505895,107,4,C,B
11449204,103,5,C,C
91053684,116,6,A*,A
77253288,84,2,E,U
34463739,105,1,B,C
66756825,86,1,D,E
85289453,112,1,A,A
52860315,103,5,B,B
13001828,108,3,C,B
65054179,95,1,U,E
75916915,117,2,A,A
40905292,114,7,B,B
82617660,110,1,C,A
29236262,103,5,B,B
12158694,110,1,B,A
11271764,97,7,E,A
46495132,113,3,A,C
65344473,120,4,A*,B
18013832,115,3,A,B
53297810,97,1,E,U
64596700,108,1,D,D
78540941,91,2,D,D
66692982,110,5,A,C
19419208,109,5,C,B
18314407,85,3,D,E
11644733,92,3,E,C
19781050,101,4,D,D
51876002,101,5,D,C
35117827,92,4,U,U
27974736,108,1,C,C
85876699,107,4,C,B
85632497,102,3,D,D
48626421,96,1,U,U
79420093,114,6,C,B
42143792,120,7,A,C
57979008,99,4,U,D
96154742,98,4,E,C
23876881,109,5,B,C
18950660,100,5,B,D
32629236,103,4,C,B
95696105,111,6,A,C
14075203,85,1,E,U
94544881,117,2,A,A
14248292,105,8,D,A
75878054,100,5,D,C
95720032,103,2,C,B
48716292,104,5,B,D
98237780,87,1,E,D
68177227,119,5,A*,A
25336725,104,4,B,C
62030579,108,3,D,D
56952298,114,4,E,A*
44775174,94,3,C,E
38146685,109,5,C,D
43044944,101,4,D,B
85779990,112,4,B,C
75283230,83,5,A,C
40514108,103,2,D,D
42106323,98,3,U,U
63536756,108,1,D,B
13685481,109,5,D,B
97827125,97,3,U,C
61674904,97,4,D,C
47950976,103,5,C,D
56889166,95,4,E,E
22456359,112,1,C,C
24996239,100,6,C,U
50545293,80,3,D,U
30869916,100,5,D,D
74978982,94,3,C,C
69442502,88,1,E,D
74430921,92,1,D,U
92919128,105,5,B,C
56223027,117,6,A*,A
35038921,107,1,C,C
98007581,98,2,D,D
19932642,109,5,B,C
34012804,99,4,D,U
27976783,97,3,E,C
23849310,92,4,D,U
39309816,86,2,D,D
70109947,100,5,C,D
54184130,106,5,C,C
57431833,103,1,B,D
22296286,100,4,D,D
17734673,95,4,E,D
15886584,110,3,A,C
39826504,91,1,C,U
69434071,112,3,C,B
26707892,94,3,E,U
63794963,96,4,D,U
32110299,89,2,D,U
41897387,99,2,E,C
31968753,114,1,D,B
34016889,109,3,D,D
33028661,114,4,A,C
76746459,109,1,D,B
46932125,93,3,C,C
35893858,101,2,B,D
64238802,96,4,E,C
21784386,117,6,B,C
75328640,92,2,D,C
24251644,113,4,A,A
18765387,113,4,B,A
43818367,120,1,A,A
31984525,100,5,D,D
91301129,111,2,A,B
18830968,120,2,A*,A
82576504,98,2,U,U
30009342,89,2,D,D
19729429,85,1,U,E
16678847,111,7,B,B
89276189,85,2,E,D
73318500,100,4,B,D
79767973,108,4,B,C
64102971,106,5,D,D
52687514,108,3,C,D
27367785,106,2,B,D
40540697,117,3,A*,B
62851783,94,2,C,D
49316803,97,4,E,D
75935731,96,4,C,C
87140252,112,3,A,A
96484221,113,6,A,C
50078620,109,1,C,B
44404403,116,4,B,B
74262888,92,1,E,C
63040260,120,4,A,A
47657505,119,7,A,A
58693882,111,3,A,A
88221348,120,5,A,C
86201066,87,1,E,E
99410128,99,1,D,C
23146357,97,2,D,C
15345675,111,7,A,B
81197495,93,4,E,C
11418433,112,3,A,C
69510084,118,9,A,C
92357852,111,2,C,B
26890060,107,3,D,C
63044580,94,3,U,C
83323925,96,3,E,E
88966673,116,7,B,A
74247603,112,5,U,A
32166557,104,5,D,B
91780640,100,1,B,D
72322810,84,1,U,D
98061254,93,3,E,D
98827537,120,9,A*,B
75137834,91,3,E,C
26848240,106,5,D,B
46263005,114,6,A,C
99852869,91,1,C,E
32684631,106,2,C,B
89301895,113,1,A,B
91139972,104,1,B,D
82950043,120,9,B,A
25496354,87,2,D,D
31310916,115,9,A*,A
60370592,102,4,B,B
69041636,112,1,C,A
97157300,108,8,U,A
64103627,97,2,C,E
30590293,106,5,C,C
18663317,85,1,D,U
34199642,110,4,A,A
62303611,107,8,B,B
73098121,110,5,A,A
50523626,115,6,B,A
20527749,108,4,B,C
12949570,105,3,D,C
94710741,95,1,E,C
32866294,97,4,C,C
94946497,116,1,A*,B
22781549,118,2,A*,B
19209377,102,5,C,B
36331832,104,3,B,B
70572146,95,1,C,C
90042945,116,8,A*,A
79310673,111,2,A,C
34603070,120,5,B,C
96375328,95,1,E,D
76415486,100,1,B,B
30017328,106,2,B,B
96669675,110,2,A,B
69342321,102,1,C,B
56729974,95,4,U,U
59595825,113,1,C,B
54810093,111,2,B,A
66104666,95,2,U,D
18675166,118,4,B,B
65036608,116,3,B,C
65032593,105,2,B,B
61882270,105,3,C,D
35401029,110,4,B,C
14244922,95,3,D,C
39999059,104,1,D,B
30269192,82,1,D,D
75167411,113,7,B,A
95502762,88,1,U,U
29436801,119,1,B,B
14905124,101,4,C,B
54489419,102,4,D,B
11487026,98,2,E,C
23285569,101,5,C,B
97822854,118,5,A,A
12289315,80,2,D,E
88297228,117,2,B,A
28303350,107,4,B,D
18308677,92,2,D,U
77181060,93,1,C,D
89573748,120,9,A*,A
99026163,95,3,D,D
60042031,92,3,D,D
36195683,115,9,A,A
40812855,107,1,C,D
42795886,95,1,E,C
73913143,106,1,C,B
22876636,94,3,D,U
18203592,115,4,A,C
63820367,115,5,B,C
32162385,109,1,D,C
57335789,108,5,C,C
88005471,120,1,B,A
54966999,104,1,D,B
66343910,92,4,E,D
68327947,108,1,B,B
56238592,120,3,E,E
60479308,94,3,U,C
67460831,100,3,B,B
56566882,108,5,D,B
81405142,103,4,C,B
71075991,94,1,E,A
17434015,115,7,A,C
48286185,120,3,A*,C
38381293,106,5,D,D
65816804,95,1,U,C
41216331,89,1,D,D
29303242,107,3,C,C
47977150,115,9,A,C
65190133,109,1,B,C
36193871,104,4,C,C
32868010,98,1,E,C
78260794,93,4,E,U
52253612,112,1,A,A
93189888,113,3,C,B
11538436,89,2,E,U
80677957,120,7,A,C
19221029,110,7,A,C
25871904,118,7,B,C
26049137,91,2,C,U
91646569,90,1,E,E
49839154,103,5,B,D
22469200,109,1,D,B
29323190,120,4,A,B
83602978,111,7,A,A
88421528,102,5,C,D
13993889,94,3,C,D
65382026,116,6,B,C
71617195,94,3,D,C
48100774,120,2,B,C
69888259,101,4,B,B
91100126,120,2,B,C
52410155,111,6,A,A
48089650,103,1,D,B
41599812,99,3,D,U
14312227,101,2,B,B
99683423,108,3,C,C
59731919,105,4,D,D
91545211,98,1,D,C
75472058,102,1,D,B
16718716,105,1,U,C
17869234,83,2,E,U
87524216,109,3,C,C
55480155,94,4,E,U
56290825,92,3,C,D
66136126,87,7,U,U
66116989,86,1,U,D
88480043,90,1,C,U
88635015,97,3,U,U
20610421,120,7,B,B
61080353,99,2,C,D
28612123,106,3,C,B
38629684,108,4,C,B
19232224,105,4,C,B
21837622,103,5,C,B
92716424,92,2,U,D
96417446,119,3,E,B
21478326,120,3,B,C
53317515,87,1,U,E
32744132,94,3,E,E
81500947,101,3,B,C
20551214,94,5,E,U
73261973,109,2,D,C
72295080,97,4,D,C
24785619,120,6,A,A
25359332,116,8,A*,B
84899222,106,2,C,C
52068078,114,4,B,A
56484380,115,5,B,A
50751251,98,1,C,C
37157399,96,2,U,U
80949756,105,4,D,C
10926848,113,5,C,A
94094713,105,1,C,D
61155999,88,3,U,D
88440992,96,6,U,U
32169257,103,5,B,B
41307051,103,1,D,D
88147516,120,8,A*,C
54838692,90,3,E,D
37218190,109,5,C,B
32607065,119,3,B,C
63312624,120,9,B,C
70650075,100,5,C,D
46031430,109,5,B,D
63590017,110,2,B,B
46412674,106,4,D,D
18105564,103,2,A,U
20410950,108,2,B,B
37105169,80,3,U,E
88571795,111,6,B,B
19492800,105,3,B,D
68225767,102,8,C,A*
51078095,120,6,A*,B
57472068,97,3,U,C
79291613,100,3,B,B
54450158,120,5,A*,C
11285650,96,3,E,D
76271948,98,3,C,D
14643473,103,5,C,B
79808109,112,2,B,C
93667135,106,2,D,D
19512187,91,2,U,C
55948690,99,3,C,D
69587304,98,3,E,U
96463875,103,4,D,B
55987884,108,3,C,D
29343514,108,1,D,C
97862613,86,2,D,E
61548367,115,6,B,A
52899418,107,2,C,B
87308937,118,5,U,B
30820033,108,3,D,C
89391594,115,8,B,A
41685698,109,5,B,B
23902276,117,1,A,C
45262217,109,7,E,A*
17471090,103,4,C,B
24651137,120,7,A*,C
60755095,113,7,C,B
21046187,110,5,C,A
18087897,91,3,E,U
52443467,91,1,U,C
76741582,107,3,C,D
68861832,105,5,C,B
22571334,98,8,U,A
91879331,105,5,C,D
22287092,120,5,A,B
89371617,111,6,C,B
96104862,93,4,U,U
24803775,103,1,B,B
85248369,96,2,C,C
43560753,100,4,C,D
62946762,100,3,B,B
82621281,99,4,C,E
64458952,91,4,B,A*
14065849,103,1,D,D
71109624,98,4,U,C
52572545,80,3,D,U
30633870,120,8,A*,A
17329859,115,8,A*,A
94774350,100,1,D,D
48544648,104,2,B,B
82261629,92,3,C,C
39070930,120,1,A*,A
43002630,120,6,A*,C
69106476,106,1,U,U
39630817,114,5,B,B
35525206,106,1,B,C
46195676,91,1,E,U
39735050,100,2,C,B
45897212,105,3,C,C
53337422,99,2,D,C
57770690,102,2,B,B
50664925,103,5,B,B
58665227,103,3,D,C
55533700,105,3,D,B
30088259,93,3,D,C
84543569,97,4,D,D
32910975,91,1,C,D
54399140,114,4,C,B
58001418,83,3,D,D
14356487,116,7,A,A
55296303,118,6,B,C
41536391,101,3,D,B
38333741,80,3,D,E
73011425,100,2,D,B
30000019,103,3,D,D
78677856,94,6,E,B
76433432,99,2,C,C
61730210,119,1,A*,B
91230925,111,4,C,A
16308708,95,1,D,C
16012472,88,2,U,E
23445621,101,1,B,C
73585859,102,4,C,C
51715427,109,3,C,C
74480190,99,3,E,U
41126403,109,5,B,B
49428247,120,6,A*,A
48629693,112,2,C,C
25807231,104,5,C,B
45102743,102,1,D,C
96244767,100,5,D,C
70319139,116,8,A*,A
15372156,98,4,U,E
42542228,104,3,B,C
52361417,105,1,E,B
15170886,99,3,E,C
13158497,90,4,U,D
27835030,107,5,B,C
58776975,103,5,B,B
49256242,109,7,D,E
41130707,99,4,C,C
39127033,116,8,B,B
66526045,95,2,C,E
29824493,120,3,A,B
81557328,87,2,D,D
57989945,108,2,B,D
29400584,109,2,D,C
68512486,96,8,U,D
14690009,108,1,D,D
18246795,117,3,A,A
18440197,82,2,D,D
11494910,109,1,C,D
19365444,80,3,D,U
60656421,94,3,E,C
21989191,120,6,A,C
16165886,98,1,E,E
81381082,92,2,U,C
75727120,102,1,B,C
62494893,120,9,A*,C
14353575,86,1,D,D
43857833,93,4,C,E
69497150,119,7,C,D
57903669,120,9,A*,C
62981745,103,5,B,B
74341942,92,3,D,C
10840157,120,2,A,B
20427551,120,8,B,C
86691304,111,4,B,C
42967544,96,4,D,C
56597586,104,5,E,U
74680143,102,3,D,D
85175505,107,5,B,D
74360836,119,6,A*,A
40449304,113,6,A,C
97899095,93,1,E,U
59187335,118,3,B,A
97541262,107,2,C,C
50788225,111,2,A,A
13795251,119,6,A,U
32505235,93,4,U,E
96071447,104,2,D,B
24670044,99,3,E,E
83401979,88,3,U,U
92170508,107,3,B,B
54040115,120,1,A*,A
80031383,86,8,E,D
77599677,104,4,A,E
44980754,110,2,C,A
55041304,105,2,C,B
73014560,103,2,C,C
54547283,91,3,C,U
69154743,106,3,D,B
44690815,96,1,U,E
52649434,82,3,D,D
51539159,116,2,A,C
19309738,114,4,B,C
26856738,105,5,B,B
30763303,106,5,C,D
64282745,115,6,U,D
55035337,106,2,B,D
91947065,113,5,A,B
82636155,101,4,C,B
44787034,117,6,B,C
72893797,107,3,C,B
84331609,106,2,D,B
12876458,91,1,E,E
52389106,107,2,D,B
55092521,96,4,U,U
86590693,98,1,E,C
58635225,96,2,E,U
86624336,93,1,E,E
17164074,120,2,B,D
53220406,117,8,A,A
44157589,120,1,A,B
55398436,92,1,U,D
52800899,105,1,C,D
57076112,91,2,D,E
28209926,97,1,B,A*
71098181,95,1,D,E
30941717,116,3,C,C
98564469,100,1,C,D
70323111,115,5,A,A
72451588,110,3,A,B
34622142,120,3,C,D
66283452,89,1,U,U
55242000,117,9,A*,B
75665846,115,6,A*,C
80263949,94,3,U,C
96210242,114,4,C,C
89644150,107,4,C,B
71633010,102,5,D,C
73913312,96,3,E,A
66041098,97,1,D,D
87113712,120,7,E,A
10201882,104,3,B,C
92915689,112,3,B,B
56634210,96,2,U,D
34233714,96,3,E,E
86626847,115,6,A*,A
62568994,91,3,U,C
87898494,100,8,U,A
88110383,104,1,D,D
50489069,105,1,C,D
76799236,102,4,B,D
11078956,108,3,D,D
14174676,111,6,C,A
93332710,111,7,C,A
58316904,94,3,B,C
91585675,101,2,C,C
68203391,116,8,A,C
98740402,113,3,C,C
88465402,90,2,E,U
13368455,108,3,B,D
59686489,84,4,U,U
89170623,104,5,C,D
44402904,120,6,A,A
32799388,95,3,D,C
67827921,96,4,C,U
86071607,112,3,C,C
50900130,89,1,D,E
49164295,98,1,U,D
13265676,110,3,C,C
58212959,98,1,D,D
53170333,102,3,B,D
58949042,111,4,A,C
93610566,108,1,B,B
60483617,107,4,C,C
77146289,101,2,B,B
58806347,108,8,U,D
58852363,103,6,A,A*
43332228,109,3,B,B
22096095,99,1,U,C
23760467,102,1,B,D
34032707,94,2,D,D
33035422,104,1,B,B
45215623,96,1,C,C
52021672,93,2,D,E
71105265,107,4,E,C
52770205,106,4,C,D
20280037,112,1,U,E
35157456,100,1,C,D
90902734,108,2,C,C
37622315,110,6,A,C
91758682,108,2,C,C
75227823,96,1,D,C
28961839,105,2,D,D
65678688,108,3,B,D
29608727,104,5,B,C
83803001,83,2,E,U
47740188,106,4,D,B
89554881,120,1,B,C
80067355,100,1,D,C
22683627,97,3,E,E
17125828,108,3,C,B
84849610,107,2,C,C
23968040,116,7,B,B
46364480,91,1,U,D
48307192,111,1,B,A
39849187,110,3,C,C
75979693,103,1,C,B
12914038,107,8,C,B
