reference_id,SATS,GCSE,GCE_AS,GCE_A
455312637,112,7,B,C
549059613,105,5,A,B
585696818,117,7,A,C
135091376,104,7,B,A
882855325,112,9,B,A
810215847,99,3,C,B
190234228,108,7,C,B
576935615,98,4,D,C
985871327,105,6,B,C
189693667,105,4,A,B
651725930,112,7,A,A*
273150629,100,4,B,B
880027905,120,9,B,A*
483453957,94,3,C,C
885881856,107,4,B,A
947250712,107,7,C,A
613318620,109,5,B,A
379744614,101,5,C,A
623298436,107,6,C,C
261292393,100,6,C,B
920859626,120,7,A,A
532358131,100,6,C,C
449165000,104,6,A,B
304042558,100,7,B,A
836784334,99,4,C,C
648204375,94,3,D,C
574402129,110,4,A,C
871813803,100,7,B,B
197569345,99,4,C,D
572684241,97,3,A,B
585367639,107,7,B,C
604003802,105,4,B,B
219530056,105,7,B,C
354840321,99,5,D,B
630387661,108,4,A,A
980705610,100,5,A,B
489657782,106,6,B,C
691820065,104,5,A,A*
780508795,91,5,D,B
730402130,120,6,B,C
195525287,110,9,A,C
202796843,106,7,C,C
510182827,108,7,C,A
523818727,120,6,B,B
194013806,114,7,A,C
883613604,108,5,C,C
930078257,99,5,D,B
673767525,101,7,C,B
878999622,91,4,B,D
963808091,102,7,A,B
435818698,110,7,A,D
959311924,110,8,B,C
264224095,110,6,A,A
781323442,101,5,A,B
302356689,109,7,A,C
459119984,112,9,B,A*
318965295,90,4,B,B
902902620,107,7,A,A
504623479,120,9,A,A
221604527,103,6,B,C
612740531,90,5,C,B
413333489,98,4,B,D
583058236,90,3,B,C
496165898,100,4,B,A
403540893,95,5,D,B
164766309,112,9,B,B
235420523,111,6,A,A*
375108409,108,4,A,C
962568079,115,9,B,A*
385978766,100,5,A,C
236766414,106,5,C,A
626189108,120,9,A,A*
183703430,110,6,B,A*
601609256,110,8,B,C
837903061,99,3,D,B
849321935,102,5,C,B
636395948,97,5,D,C
441098217,118,9,A,C
486054630,93,4,C,B
792394615,112,8,B,B
296238624,110,8,A,A
230214956,92,4,D,C
931604035,114,8,A,A
333173809,103,5,C,A
264625938,94,4,D,B
104017636,108,6,A,C
695392185,98,3,C,B
578765598,103,6,C,B
300209101,101,7,B,B
911989008,98,3,D,D
604395775,95,3,C,C
895289368,111,8,B,B
116739074,108,4,B,B
784922964,107,4,B,A
319568587,102,6,C,B
576027279,105,4,B,B
521109117,99,4,C,C
936161244,99,3,D,B
624279674,119,8,A,C
179232642,112,9,A,A*
700501902,101,4,A,C
883318837,93,5,B,D
193853732,91,5,B,B
719054543,100,6,B,C
661091729,106,6,A,C
380863147,106,6,C,A
117643647,106,6,A,C
818783746,108,5,A,B
605656543,97,3,D,C
533358929,117,9,B,A
640571894,103,5,A,A
552820108,107,6,C,C
813809507,100,6,B,B
253726606,107,5,A,C
979679721,120,7,A,C
958152317,97,5,B,D
736661804,96,4,C,C
622619939,98,5,C,B
522518954,102,6,B,B
387888812,101,7,B,B
222825130,97,5,D,B
448886325,105,7,B,C
625034759,117,7,B,C
187708963,104,5,A,B
970649623,104,4,B,C
574899490,108,7,B,C
458961638,110,7,A,B
816611235,116,7,B,C
144064279,107,7,C,A
969806404,105,5,B,C
895441782,97,5,B,D
917380337,111,7,A,C
906323129,98,3,D,C
221513655,98,4,C,B
115439960,107,4,A,B
365093651,117,9,D,A
794311120,111,7,A,B
550892229,105,7,C,C
123417449,97,4,C,C
234799201,117,8,A,A
439666530,105,5,B,A
259531003,103,4,B,C
427648226,109,7,B,A
928854785,101,5,C,B
968536174,99,4,C,D
413380813,100,4,A,C
921316843,100,5,B,A
722785798,96,5,C,D
758383616,95,4,D,D
140436734,113,9,A,A
304196485,110,9,A,C
466284305,98,3,C,D
153197931,112,7,B,C
538660950,107,5,C,C
140398231,102,4,A,A
329780659,95,5,D,D
245201980,108,7,A,A
156122730,120,7,B,C
954180842,105,5,B,A
315110097,113,7,A,A*
886230483,103,5,A,A
557199658,112,6,B,A*
535432131,104,2,B,B
977316565,90,3,C,B
480611640,99,5,C,B
443660012,106,7,A,A
480641537,114,7,A,A*
285294032,104,4,A,B
116380589,105,4,A,C
224531751,100,7,C,A
930950648,117,6,A,C
116894283,117,9,D,A
341195364,100,7,A,C
852330623,93,5,B,D
483879068,91,5,C,C
674586674,110,9,B,A
498898079,106,5,B,B
453894523,99,3,C,D
161084184,107,6,A,C
466735051,95,3,D,B
731078160,111,9,B,C
960154879,102,6,B,B
320711721,96,5,B,C
723378427,102,6,A,C
333064118,102,5,C,A
619398912,108,5,A,B
491304611,114,7,B,B
693571771,114,8,B,B
679068823,106,5,B,A
218686536,104,7,C,B
961986539,100,4,A,B
248045124,91,3,C,B
767000797,105,7,B,B
518597216,98,5,B,D
413748922,115,7,A,B
713677218,103,6,C,A
624598117,111,7,A,B
795426768,101,5,A,A
252353561,100,8,C,E
162090822,110,8,A,A
321187762,107,7,A,B
183566271,108,4,B,B
192831453,104,5,B,A
725083380,111,7,A,C
436275822,110,8,B,A*
114255657,90,4,D,D
292405728,103,4,B,B
436995726,113,7,A,C
736539764,97,5,D,B
356542590,91,4,C,C
421098088,104,4,B,C
687440253,109,5,A,B
805787953,101,7,B,A
913230147,115,8,A,B
196420056,120,9,A,A
526861349,90,4,D,B
112643489,102,4,C,C
671491331,90,5,C,D
401739129,110,7,A,B
768306805,100,4,B,C
902041439,101,3,A,D
966545256,114,7,B,B
476008387,94,3,D,C
409358179,92,5,C,C
290525909,90,5,B,C
548616047,115,8,A,B
201865296,113,9,B,A*
148201453,103,4,B,B
980493151,95,4,D,D
156000957,112,6,A,C
962643461,120,9,B,C
151100347,103,4,B,B
539815222,95,5,C,D
471812114,115,6,B,A
500950377,96,3,C,C
879811103,102,7,C,A
306629821,90,3,B,D
881506219,103,6,B,A
840352018,95,5,B,C
390093053,115,8,B,A
323404165,97,4,D,C
759141909,111,7,B,B
572000460,104,6,C,A
611369154,106,4,A,A
365733189,109,7,B,A
648856122,105,5,A,B
460063280,100,5,C,C
176735031,99,5,C,D
656185986,109,5,B,C
261120092,90,5,B,B
428777923,118,6,A,A
206661218,106,5,C,A*
447195384,102,4,A,C
889182410,107,6,C,C
204101976,100,6,B,A
252017424,104,5,A,B
209681677,96,3,D,D
170093769,108,7,C,A
437216531,104,4,B,A
892572452,106,5,B,C
435274829,117,6,B,A*
683118892,99,3,D,B
391640428,104,4,C,B
615359026,92,5,D,B
744497791,109,7,A,B
940739783,105,7,A,C
648950623,105,7,C,B
338735833,104,7,A,A
263978724,100,5,C,A
471914665,120,9,A,A
492548391,105,5,A,B
597818759,107,5,A,C
264438887,96,5,D,B
616722095,112,9,A,A
807677433,104,7,C,C
114800480,109,5,B,A
952187774,112,8,A,A
780561502,104,6,A,B
832784978,100,5,A,C
453348123,90,4,B,C
767214192,102,6,C,A
941966397,100,6,A,C
483660305,96,5,C,C
739501698,117,6,A,B
490682118,113,8,A,A*
429204954,90,5,C,C
568124127,106,7,A,B
624175653,98,5,D,D
886887498,108,6,A,C
553266941,99,7,A,E
832689647,101,4,A,A
796113702,113,7,A,A*
217058055,112,7,A,A*
578987068,117,7,A,A
321958213,103,5,A,C
878224481,93,3,D,B
949652980,112,7,A,B
708309253,112,7,B,B
925392084,110,6,A,C
104537571,99,5,B,B
431394051,96,5,C,D
606075584,109,7,A,C
945981625,98,2,D,A
469547268,103,4,A,A
962859382,120,9,B,A*
457277476,120,6,B,A
836992337,111,6,B,C
678993834,100,5,A,A
229049804,99,4,D,C
328497541,111,9,A,B
417463518,117,8,B,C
672073895,101,7,C,A
178426588,101,4,B,A
522867255,106,5,A,B
673902067,94,4,B,C
419647116,94,4,C,C
954320556,96,3,B,D
399351543,109,5,A,C
610582040,107,5,C,C
598080283,114,6,B,B
663429261,91,3,D,C
904066761,93,5,C,D
799452591,109,4,A,A*
786329283,98,5,D,C
262548394,99,4,B,D
711972041,113,6,A,A*
897056482,101,7,B,C
855307553,102,5,A,B
724171813,103,7,B,A
551357978,103,4,B,A
671126218,110,7,A,A*
961631274,95,4,B,B
962871231,103,6,C,B
205645777,114,6,A,B
347964260,120,7,A,A*
680152692,94,3,D,C
661998225,108,5,B,B
755110902,103,7,C,A
640809459,104,6,A,C
675589748,99,2,E,D
670941509,111,6,B,B
515199111,111,6,A,A*
274930178,120,6,A,B
527431155,94,3,B,C
580036952,91,5,B,D
417010560,120,8,A,A
409121104,105,5,B,A
898999381,101,7,C,C
499829034,107,5,A,A
226046554,94,5,D,D
217377710,108,8,B,C
920667497,104,7,A,A
757426964,114,7,B,A*
959251590,112,9,A,A*
509200808,113,8,A,A
894981159,107,7,A,B
977485271,118,9,B,C
380062249,110,9,B,A*
257418985,101,4,C,A
937092377,99,5,C,B
287577137,99,4,D,C
942182812,110,7,B,B
771243341,94,5,B,D
659650459,106,6,B,B
100888635,98,5,C,D
348605497,95,3,D,C
479748842,96,5,D,C
823875944,105,4,C,C
845480883,111,6,A,B
744247425,100,7,C,C
155585641,90,4,B,C
399297414,120,6,B,B
495646441,114,9,B,A*
287861898,112,8,B,B
413276249,118,7,A,C
851709653,106,6,A,B
864527907,104,7,C,C
234168519,116,7,B,A
330322462,116,5,C,A
919899388,110,6,A,C
610259930,112,7,B,A*
871333100,95,5,B,B
984973625,103,7,B,C
228149728,119,7,A,A
357213461,111,8,B,A*
241776071,93,5,D,B
834485840,101,5,B,A
641209886,117,9,A,A*
342613071,109,7,C,A
162114823,106,7,A,C
887416835,107,6,C,C
230082131,104,5,C,B
327762880,101,7,B,B
523098827,98,5,D,C
976038171,113,8,D,C
987638906,107,6,B,A
819051033,111,6,B,B
558620204,109,8,B,A*
134287374,116,6,A,D
844275936,109,7,B,C
849276053,112,9,A,B
605098227,106,7,C,A
896448998,97,5,C,D
346405846,103,5,B,B
367829051,110,9,A,A
797151324,110,8,A,C
107839053,117,7,B,A
887132750,101,6,C,C
629311091,107,4,A,B
123086813,104,5,A,B
208747075,118,8,A,C
596010178,108,4,B,B
760787295,108,6,C,B
988352053,105,5,A,A
881829850,103,5,B,B
743580170,93,5,D,D
307825347,95,4,C,C
184617240,106,4,C,B
141470142,105,6,B,C
994383210,106,5,C,B
985646478,113,9,B,C
464860601,106,7,C,A
695066655,102,6,A,C
896191653,103,7,C,B
834835426,107,7,B,A
797525285,102,5,A,B
923323246,114,6,B,A
288299549,105,4,A,C
175141550,107,5,A,C
921875818,98,5,B,D
220050057,114,6,A,A
953544963,117,9,A,C
962411533,94,4,D,D
669779258,108,4,B,A
619316549,104,7,B,A
857607954,107,4,A,A
583923536,109,4,C,C
505226552,90,4,B,D
928061428,111,9,B,B
669101540,114,8,A,A
732722196,115,8,A,A*
453441579,97,5,B,B
991381324,105,7,B,B
330286264,101,5,C,B
531914688,90,3,C,B
162978909,100,6,B,A
827263938,96,4,C,C
163765364,108,6,B,A
363790369,92,3,C,B
993814878,97,4,B,B
291855211,101,5,A,A
349095471,111,9,A,C
218155777,120,8,A,B
662028536,107,7,C,C
122778957,97,4,D,D
470553133,100,5,B,A
662674736,110,6,A,C
648507507,94,5,D,C
355005734,114,8,A,A*
260865143,107,4,B,C
849227545,104,6,B,C
131286580,92,5,C,C
238510660,112,9,C,D
157499349,99,4,B,B
472651401,106,7,A,B
133489669,104,5,C,B
472906367,92,5,B,C
135886035,103,4,A,B
328056636,95,5,B,C
276914125,100,5,A,C
490878415,108,4,A,A
656748594,111,6,B,A*
552157160,105,7,C,B
743711924,98,3,B,C
112514307,100,5,A,A
170824320,100,5,B,B
819769964,90,4,C,C
333127588,106,6,B,A
258298827,92,3,E,A*
592057205,106,4,C,A
109054452,93,4,D,C
477414814,95,3,C,C
570893515,110,6,A,B
574426592,105,6,B,B
252994346,90,3,D,D
807602550,101,5,B,C
246794998,107,6,A,C
873897082,100,8,C,A
497724666,102,6,C,A
394726842,107,4,C,A
582094383,105,6,B,C
917728769,97,5,B,B
401726192,105,4,A,A
867347220,103,6,C,A
809529593,119,9,B,B
839433749,104,7,C,A
859595393,106,6,A,C
838069352,107,6,C,C
435232289,102,4,C,C
956073829,99,5,B,D
766351668,109,4,C,A
633791074,109,4,A,A
988547548,120,7,A,A*
752650295,111,8,A,C
563099190,111,9,B,A
828215156,111,6,A,C
948581641,99,4,B,C
296775698,95,5,B,C
104288021,97,3,B,D
774587641,111,7,B,B
875139933,116,6,B,C
156511972,111,7,A,A
746200544,104,6,B,B
443647235,118,9,A,A
490520511,101,4,B,C
960630844,96,5,B,B
959609100,107,7,C,A
318754963,115,9,A,C
913457628,98,4,B,B
824732826,91,3,D,B
965543943,105,7,B,B
457544705,111,8,A,A
548065236,90,5,B,C
123945299,113,9,A,A
183416544,94,5,C,D
644339605,111,8,B,C
682429347,90,3,B,B
464701484,93,5,D,B
377456848,110,9,B,A*
254518450,115,7,A,C
511332922,105,6,A,A
837313479,120,6,D,A*
781409936,97,4,B,C
302544790,97,3,D,D
397561064,103,6,A,C
465574154,102,5,B,C
393476105,107,5,B,B
868150623,99,5,C,B
768290912,110,6,A,B
441826763,109,7,B,B
168192240,118,9,C,A*
280677722,101,7,A,A
198043186,108,4,A,C
511038203,110,6,A,A
294389522,105,4,A,B
924647455,103,5,A,A
634758547,90,5,D,B
994275723,106,4,B,A
359867268,110,6,B,A*
507776127,105,7,B,C
485526629,99,3,B,D
547289950,92,5,C,B
439758931,109,4,C,C
645033801,105,4,C,B
512706150,116,7,A,A
183285476,93,4,C,C
858175237,101,5,B,A*
221767705,94,4,C,D
976966083,113,6,B,C
946994806,115,7,A,C
810690347,120,7,A,B
398157498,109,7,C,B
632979371,111,6,A,A
510521624,108,4,A,C
237392350,110,6,A,C
982759840,105,6,A,C
319058390,110,7,A,A*
469024190,120,8,A,A
888112304,107,6,C,C
722611994,105,4,A,A
728897376,107,6,B,C
954339274,104,7,C,C
703457895,107,4,C,B
721228680,104,4,B,C
619606166,114,9,B,B
345954282,113,8,B,C
367426310,120,9,A,A*
257912057,105,6,A,B
232705991,107,7,C,C
810313932,107,5,B,B
855736252,107,6,B,B
482052372,114,9,B,A
974163140,92,5,C,D
656749544,109,5,A,A
700045168,120,9,A,B
298509523,116,8,A,B
648180002,115,7,A,C
334643493,112,6,B,A*
725233685,100,7,C,C
558689692,99,5,B,D
905964321,99,5,D,D
666565210,96,5,D,D
359613656,113,6,A,A*
567739920,117,9,B,C
217530406,108,6,C,C
164078749,111,9,A,A*
471962390,107,5,A,C
911165847,110,6,A,C
869844266,90,3,D,D
466329388,108,4,C,B
683896753,102,7,C,C
922909765,105,5,C,C
825866989,107,5,B,C
518735997,99,4,B,B
544297436,96,5,D,D
194231457,99,3,C,C
953529664,93,6,C,D
465227052,96,4,D,D
966592873,97,4,C,B
420026593,94,3,D,C
192916844,109,6,A,B
546096359,98,3,D,D
112116705,90,5,B,C
742617274,102,7,B,C
291038950,96,3,C,D
635195750,117,6,A,B
145724762,106,7,A,C
556477955,93,4,B,D
485941496,110,8,A,A*
341860040,106,5,B,A
735046661,103,5,A,D
763317938,118,8,B,A
757612950,97,3,D,B
805471040,113,6,A,A
691992817,102,7,C,C
651275676,105,5,C,C
901782089,99,3,D,C
304581215,100,4,A,A
650445739,102,7,C,B
529159346,90,4,B,C
912196951,108,3,B,A
877146639,106,7,C,B
531653132,93,3,C,B
733991887,110,7,B,A
791921308,117,9,A,A
431535791,100,4,A,B
285793094,99,5,C,D
766499932,114,9,A,C
878045692,108,5,B,C
951427063,104,7,C,C
492686440,112,8,A,C
873433751,107,4,A,A
998036195,116,6,A,C
387447660,105,6,C,A
572874969,108,4,C,C
900981003,114,8,B,C
322404789,90,3,D,C
238158142,114,9,C,A*
135897851,101,5,B,C
111312818,109,5,A,B
352581647,118,6,A,A
752068979,103,7,C,A
499073125,101,4,A,C
697057097,105,4,C,B
746855082,93,5,C,B
285341838,120,9,D,A
892493350,105,4,B,B
393790488,118,7,B,A*
806610825,102,6,B,C
247486205,105,4,A,B
562478708,113,6,A,C
293499717,96,5,U,B
903210632,104,5,A,B
306185545,112,9,B,A*
132890479,103,5,B,C
409043709,101,5,C,C
207341828,114,7,A,A*
492548923,116,6,B,B
270213241,117,6,A,B
992857497,100,6,C,C
412499694,100,5,C,B
217129337,101,7,C,A
929694213,111,7,B,A*
866986430,95,4,C,D
195221246,96,4,D,C
555708107,99,3,B,B
414858739,97,3,C,C
636955581,112,6,B,B
969510622,112,8,B,B
244308821,101,6,B,C
798015177,103,5,A,B
606267749,90,2,E,D
490108267,101,6,C,A
376295187,115,7,A,C
278398860,101,5,C,C
281751475,96,3,D,C
511490502,116,8,A,B
992270507,96,5,C,D
882784593,117,7,A,C
301837680,120,8,A,A
218732403,104,4,A,B
270043602,115,9,B,A*
369408069,92,3,B,D
187310793,91,3,C,D
863406935,99,3,B,C
570191066,112,8,B,C
921555927,105,6,B,A
146545809,104,6,B,A
957432028,95,4,D,C
199547177,104,7,A,A
442276704,100,7,B,C
586986169,98,4,C,C
775416266,97,4,B,C
531949763,107,7,B,C
803334042,99,3,D,D
246696020,105,6,C,A
277811733,91,3,B,D
563010836,109,5,A,A
925674093,107,5,C,B
984200613,103,6,B,B
279338988,106,6,A,A
332503964,112,9,A,C
979745322,93,3,D,C
467985999,106,4,C,B
294992686,95,3,A,A
327807508,106,5,C,C
634063221,103,6,B,A
760360290,105,6,A,B
728061787,112,7,A,B
681590503,112,6,B,A*
590853604,114,8,B,A
152067092,102,5,B,B
196641284,111,8,A,B
616140733,109,5,C,B
831760923,102,6,C,B
698202919,106,5,C,A
479610512,104,5,D,C
822745307,116,9,D,C
158816169,111,8,B,C
779140878,102,8,B,A
140093201,102,6,B,B
804453626,113,7,A,B
682958292,116,8,A,A*
972270621,108,6,B,A
751440935,110,6,B,B
299950207,115,6,B,B
207283414,104,7,C,C
730095017,106,7,A,B
515690949,109,4,A,A
837374495,102,5,C,A
812182168,119,7,A,B
836629257,101,5,C,C
726298553,105,5,A,C
211735752,120,9,B,A
153255479,90,5,B,C
313764187,107,6,B,C
470512737,100,4,B,C
745426808,105,7,C,C
350091700,95,4,C,D
841004536,102,6,C,A
508407826,105,6,B,A
430371251,107,4,C,B
851972253,112,8,A,C
384480699,90,4,C,C
231648723,104,6,A,B
873263006,104,6,B,A
469469751,104,7,A,C
566379489,105,5,A,B
520033420,98,5,C,C
581362710,93,5,D,B
748035417,107,6,C,A
662181970,97,3,D,D
134265771,108,7,B,C
881555878,98,5,B,C
868118665,111,6,A,B
206855728,105,7,C,C
292423271,105,5,C,B
330484735,103,7,C,B
895805401,102,5,A,C
886517459,103,4,A,A
769222026,114,7,B,A
563160329,93,4,D,D
573207440,100,5,A,C
154383660,113,6,B,B
529053450,112,9,A,C
507613587,116,6,A,C
306011862,105,4,C,A
806026868,94,3,C,B
749487767,96,1,C,A*
375318090,103,6,C,A
144884208,111,9,B,A*
794698778,103,4,A,C
985875686,102,6,C,A
725389436,108,6,B,B
343777411,105,6,A,C
220781346,101,6,C,B
438985600,97,3,C,B
845799217,113,6,B,A*
952425764,113,8,B,A
624512108,97,4,D,C
749729162,102,6,C,B
317760936,110,9,B,C
789162106,96,4,C,C
107019471,108,6,C,C
784602062,102,5,B,B
220557863,95,3,C,C
548188616,119,7,A,B
136475538,102,7,C,A
898585826,109,7,C,A
479602024,96,4,B,D
632018614,117,8,B,A*
233015780,120,9,A,B
917614366,93,5,B,D
243163345,104,6,C,B
344042960,116,8,A,C
454014862,101,6,A,A
575971585,108,6,A,C
752573219,92,3,C,D
242989605,99,3,C,B
318232082,107,5,C,B
636922621,100,7,B,A
496844969,102,5,B,C
281835256,93,5,D,D
276849754,110,8,B,C
609965711,94,4,B,C
636947058,117,6,A,C
619823882,100,7,C,B
617740836,111,8,A,A
623612807,111,8,A,B
312696687,97,5,C,B
532347280,100,6,B,C
769782976,101,6,A,B
756024170,102,6,A,B
155983258,95,4,B,B
531288699,109,5,B,C
331605936,99,3,D,B
538802442,104,7,B,B
588779321,113,6,B,B
746111379,110,9,B,B
955936950,100,6,A,A
643255897,113,7,A,C
156577781,110,9,A,A*
605413615,99,5,D,A*
921734703,101,7,A,A
447803008,113,9,B,B
567067807,111,6,A,A
604527271,93,3,D,C
841755233,97,4,B,B
666629502,111,8,A,A*
716495040,96,3,B,B
550844824,111,9,A,A*
144872757,120,7,B,B
298867078,108,7,C,A
756966087,98,4,D,B
264277185,106,4,B,A
776658226,113,9,B,A
639707879,106,4,A,A
157129443,109,4,B,B
423936985,99,4,B,D
495245884,99,3,D,D
687845324,112,7,A,C
580579699,99,5,D,D
380279154,90,5,D,B
946706054,103,6,C,C
961481719,108,7,C,B
801691932,113,6,B,B
803813098,118,7,A,B
698105622,106,4,C,C
363471298,110,7,A,A*
188905065,106,5,A,A
697064586,108,7,B,A
858435849,104,7,B,A
255314051,108,5,D,A*
276079539,99,4,C,B
228667956,120,8,A,C
308038132,90,3,B,C
535299317,110,8,A,C
226387656,108,5,A,C
347818476,108,6,C,C
975980629,96,4,C,B
877593172,92,3,C,C
204170787,110,9,A,B
139441938,116,8,B,A*
524833094,107,4,C,C
518642895,111,7,A,C
831208524,101,7,A,B
700439142,108,6,A,A
391073450,115,9,A,B
689287608,102,7,B,A
114090895,114,6,A,A*
972155653,92,4,C,C
744574144,100,7,A,A
754561692,109,4,B,A
300179987,120,9,B,C
474970200,105,4,C,A
468758966,97,4,B,C
327040953,120,6,B,B
106484250,104,5,B,C
179692763,110,8,B,A*
546095134,102,6,C,A
429125388,106,6,B,C
139780298,101,7,A,B
453057834,120,7,A,B
269111411,115,7,A,A*
409301208,119,7,B,A*
412024767,99,4,B,D
772555236,90,5,B,C
689386762,103,6,A,B
879057322,120,7,B,A
590314738,102,5,A,C
306086157,113,9,A,B
457086516,97,4,D,C
178497446,98,4,B,B
605301917,104,5,B,B
464594190,120,8,A,A
276227656,114,8,A,A
770994822,90,3,D,C
133627195,110,7,A,B
958486595,96,3,D,C
121536882,100,5,B,A
103417634,109,4,A,B
203685712,116,8,B,B
896779709,116,6,B,C
867325857,108,4,C,A
946625580,108,5,C,C
165932232,116,8,B,B
371586295,92,4,D,B
176302698,120,6,A,A
110153539,99,3,D,B
866066595,107,6,C,B
611938660,101,4,A,A
234882698,96,4,B,B
600694184,109,5,B,A
430511666,107,4,A,C
628110015,104,4,C,A
818558293,104,7,B,C
976436298,117,6,B,B
441202377,120,7,A,B
771970914,115,6,C,D
300039166,107,4,C,B
883502979,92,3,B,D
316380928,110,6,A,A
576638479,110,6,A,A*
667789836,111,8,B,B
343231428,96,4,D,D
465702179,112,6,A,B
621642789,117,8,A,A*
400220716,97,3,C,C
652982243,110,8,B,A
792477962,99,3,B,D
810645169,104,7,A,C
132751726,97,3,C,C
353873132,102,6,B,C
789260949,102,4,C,A
433108321,108,7,B,C
803026959,112,7,B,C
434248278,115,8,B,A*
384379884,100,4,B,C
322514266,108,5,C,B
601816000,96,5,B,C
730268138,104,5,B,B
105173832,105,7,A,B
791662679,98,5,B,D
672057759,109,4,B,C
220438429,104,7,A,C
948484946,106,5,C,B
991492580,115,6,A,A
115185315,102,6,C,B
356922708,112,7,A,A*
812307003,117,8,B,A
439309135,116,9,B,A*
911662912,103,5,C,B
231287554,97,3,C,B
279217759,99,5,C,C
695753024,92,5,C,C
541937709,110,6,A,A*
812538409,111,6,B,A
460089263,106,6,A,A
869259839,94,3,C,B
558325031,102,6,C,B
251135493,116,7,A,A
367727629,110,7,A,A
439380105,111,8,A,A
460008478,120,6,B,A
231041984,108,5,A,C
250293800,90,4,B,C
773849502,96,4,C,C
211627840,107,6,B,A
382800319,105,7,B,A
516371580,104,6,B,B
628856360,104,5,A,C
815001182,99,4,D,D
753876207,108,7,A,B
992502997,116,9,B,C
800702859,119,6,A,B
118780182,119,8,B,A*
146861641,97,3,D,D
469212249,105,5,C,C
651935217,102,2,A,B
591538867,110,7,B,A*
842780609,104,5,A,B
760264769,103,5,A,B
400135254,117,8,B,C
712360783,106,4,B,C
543937371,106,4,C,C
491771757,108,4,C,B
245817222,110,6,B,C
647292218,110,6,A,A
789780080,117,8,B,B
441613910,95,1,A,C
261236528,108,5,C,A
658371474,104,6,B,C
630252838,103,4,C,B
682014761,111,9,B,A*
464168079,115,9,B,C
216037650,100,5,A,A
688131778,118,8,B,B
482618825,94,4,C,B
881500498,110,7,A,B
711807921,98,5,C,D
334930483,100,4,A,A
811519122,105,7,B,C
995409195,102,6,A,B
621240310,90,5,B,D
131798210,110,7,B,A*
459724123,111,6,B,A*
842978368,104,7,A,C
875082434,103,6,C,C
497760859,102,5,B,A
827121059,91,3,D,D
306736474,90,4,C,C
749397190,111,9,A,C
655747163,114,8,B,B
356853845,110,7,A,A
410056324,108,5,A,B
853206230,111,8,A,B
129607983,111,6,A,A*
169200709,99,4,D,B
203019051,107,7,A,A
748772513,103,6,B,B
633609116,103,5,C,A
811486514,114,8,B,A
581037481,118,8,A,B
534677243,90,3,C,B
848620471,103,7,A,A*
390940727,103,4,A,C
475355001,114,7,A,C
404145433,93,4,B,C
844656157,90,5,D,C
273264279,112,8,A,B
754408738,113,7,A,A
383168970,91,3,B,B
820411449,104,4,B,A
290400633,117,9,A,A*
702513100,96,3,B,C
623401460,106,5,B,A
928268160,109,7,B,C
344317727,94,3,C,C
955057601,100,6,B,A
759238567,91,5,B,C
236708498,104,4,B,A
810769496,99,5,B,B
809116841,107,6,B,B
777907780,110,8,A,A*
153695063,116,9,A,C
308105358,120,6,A,B
292671169,107,4,B,B
118116372,102,4,B,A
973823894,102,6,C,A
554549763,97,2,D,U
562667817,109,7,B,B
496012466,101,6,C,C
357148465,109,6,B,C
490124538,98,5,D,B
118981118,101,6,C,B
896701421,108,7,A,A
948999210,104,5,D,D
109518893,90,5,B,C
415763488,105,7,A,B
570581174,99,5,B,D
723344291,114,9,B,A*
560153367,113,6,B,B
224950791,90,4,D,D
119471701,111,6,A,C
940663309,108,4,B,C
810190801,93,3,C,D
806457905,112,6,A,A
491870937,95,5,C,B
612714600,114,7,B,B
377367734,100,4,A,B
524042033,93,4,B,B
921447170,120,7,B,B
725282319,93,5,D,B
484237571,99,3,D,D
472321929,100,4,A,A
107849117,101,7,A,B
906916560,111,9,A,B
782173665,105,5,A,C
518880669,113,7,A,C
624732501,108,6,A,C
494847489,92,5,B,D
802668884,109,5,B,C
102742443,107,6,A,C
729928112,100,4,A,A
436840927,120,7,A,C
566530725,110,8,B,A*
436215790,113,8,B,B
996184667,113,7,A,A*
782214906,102,5,C,C
327751278,110,7,A,A
987986952,108,4,B,C
307536299,101,5,B,A
891791499,95,4,C,D
549209491,105,6,C,A
478695686,110,9,A,B
113631053,105,5,B,C
769795132,104,4,B,B
896026850,105,7,C,A
927530533,103,6,A,A
684613735,117,6,B,A
782514278,107,6,B,C
376958301,101,4,B,B
432350192,91,4,C,B
202536645,103,6,C,A
207150955,100,6,B,C
854242505,100,7,B,C
267241336,113,7,A,A*
857098354,106,4,B,B
509364365,92,5,D,D
754049168,110,7,A,B
365215474,92,5,B,B
262775510,111,6,A,A
308751228,101,6,B,C
150092085,106,7,B,B
921674234,105,5,A,B
193150100,104,4,A,B
391389997,107,5,B,B
853361659,106,4,A,B
770478942,120,9,A,A
551292250,107,5,B,B
827657612,107,4,A,B
718731483,99,3,D,B
396266990,108,4,B,B
178476666,97,4,B,B
121584179,114,7,B,B
790579348,93,4,B,B
153050786,98,4,D,D
201602328,92,4,D,D
943746627,108,7,C,C
769784182,102,4,C,A
969392579,110,9,A,C
872598657,97,3,C,D
442175217,109,5,A,C
703683361,110,9,A,A*
731424436,107,4,A,A
678617426,105,2,A,A
259926845,106,4,B,A
777920114,98,4,B,D
216304415,96,4,D,C
127399252,109,7,B,A
898151336,102,5,B,C
396136724,109,6,A,A
232211372,117,9,B,B
787370287,101,6,A,A
114737882,100,7,C,A
280727336,102,7,C,C
